ADM1_Name,Displacement Pressure,Socioeconomic Vulnerability,Tension and Conflict Risk,Service & Infrastructure Vulnerability,Demographic Tension / Stress
Akkar,0.032186729652512,0.7990026581937493,0.16832176218510575,0.5467700636156912,0.0118694617946299
Baalbek-El Hermel,0.05124299013393095,0.7290677752142416,0.34152314884721124,0.4267859501349902,0.01522877638965501
Beirut,0.1577769710570608,0.2544871746661514,0.26235175093036983,0.7795177868459514,0.912994606868335
Bekaa,0.07426488987966313,0.5946092806318996,0.30206924631364773,0.24333549079660644,0.021901244517461543
El Nabatieh,0.021016062987326143,0.45304081266412266,0.6388493883933207,0.15098510206486854,0.011027079039894428
Mount Lebanon,0.21632099302996624,0.46660993132637374,0.5314438438444171,0.5844756580654574,0.1866814055693453
North,0.04156509302432953,0.44185138323987905,0.35421608218097783,0.2635215150923648,0.02023718588228542
South,0.23452159262789402,0.47479067346476833,0.4845484584661505,0.3550810389697322,0.14201698714076363
