adm3_name,ACS_Code,Mean annual hot days,Forest fire risk,Annual Dry Spell Length,composite_score
Litige,55009,35.0476190476191,9.0,0.0,0.3895281185932203
Charoun,24444,29.956043956044,62.0,0.19047619047619,0.3894249753498978
Beit El-Kekko,22451,26.9289409821197,94.0,0.251157149176858,0.38941347542523697
Qobbayaa,21357,29.9166666666667,62.0,0.238095238095238,0.38941237608614865
Kahlouniet Ech-Chouf,23643,26.8452380952381,93.0,0.464285714285714,0.38934857032721204
Jouret El-Ballout,22619,26.9379176145514,94.0,0.233769699879177,0.38932594529657494
Nahr Ibrahim,26171,27.6666666666667,83.0,0.587301587301587,0.389192888213623
Kfar Hamal,23415,26.7429529172598,93.0,0.559361342987134,0.3889197704001867
Selaata,34166,29.1475793499904,72.0,0.0,0.38886813225107286
Qartaboun,26123,27.0364129940768,92.0,0.298602779076545,0.38872942659427046
Litige,24001,28.6183584875627,73.0,0.52298256602765,0.38866635496753615
Aain Aar,22471,26.9831116264282,94.0,0.129201411485342,0.3886495841134085
Deir Koucheh,23429,26.6666666666667,83.0,1.77777777777778,0.38861237290509093
Litige,24009,25.7800402223277,83.0,2.82527518229249,0.3879868110492758
Batloun,23663,26.9727891156463,93.0,0.197278911564626,0.3878288031297941
Mar Moussa Ed-Douar,22784,27.031746031746,94.0,0.0,0.38769098348461084
Taanayel,51227,32.3809523809524,9.0,3.125,0.38729357273045495
Minie,37271,27.8920634920635,53.0,3.5968253968254,0.38708196473869183
Ouata Sillam,25141,28.0952380952381,74.0,0.928571428571429,0.3869439091824111
Mastita,26117,26.8809523809524,92.0,0.357142857142857,0.38688798272416425
Bqaq Ed-Dine,25176,27.6190476190476,83.0,0.476190476190476,0.38684289614928746
Kfar Kiddeh,26189,27.1666666666667,92.0,0.0,0.3868184710843122
Kfar Yassine,25146,28.076640751378,74.0,0.942284962229479,0.3868164955576713
Qornet El-Hamra,22595,27.6031746031746,84.0,0.349206349206349,0.3864016052862706
Bikfaya,22511,26.9333333333333,94.0,0.019047619047619,0.38627601181891574
Mdoukha,55181,34.1038961038961,9.0,0.915584415584415,0.386103014451234
Ouadi Chahine,22519,26.8342378292801,94.0,0.110913993848644,0.38585720111326466
Saoufar,24427,29.8571428571429,62.0,0.0380952380952381,0.385629111796435
Chikhane,26295,27.0833333333333,92.0,0.0,0.3853970847285748
Aayroun,22767,26.8874728358637,94.0,0.0,0.38523016805910415
Litige,51001,31.1666666666667,39.0,0.976190476190476,0.3844496135716148
Qsaibeh Baabda,21364,28.4047619047619,72.5,0.535714285714286,0.38440587085462685
Fraikeh,22571,27.3727874553424,84.0,0.4459898994904,0.3838114541890985
Bakka,55177,34.5396825396825,9.0,0.201058201058201,0.38364706409186816
Zakroun,32175,31.6666666666667,41.0,0.0238095238095238,0.38297083953309136
Kfar Qouq,55134,34.4285714285714,9.0,0.288188002473717,0.38295775364801016
Daychouniyeh,22415,26.7142857142857,72.5,2.5,0.38275763293704834
Jounie Ghadir,25121,28.0,74.0,0.738095238095238,0.38268328827934983
Barghoun,32163,30.2142857142857,56.5,0.0,0.3824655690989239
Bou Zrideh,24355,27.5543559116969,73.0,1.37874691631695,0.3823617786789502
Tabarja,25151,28.0560864263975,74.0,0.635117801559353,0.38221473234557113
Sfaynet El-Qaitaa,35324,24.2640692640693,97.5,2.57142857142857,0.38162630686467613
Badbhoun,32161,30.1507936507936,56.5,0.0158730158730159,0.38160228967878546
Sahel Aalma,25136,27.8730158730159,74.0,0.80952380952381,0.38150593347108464
Zandouqa,21374,28.1190476190476,72.5,0.666666666666667,0.3813449195120214
Qarne,37383,25.4848484848485,97.5,1.03463203463203,0.3811795196674859
Chartoun,24353,27.952380952381,73.0,0.797619047619048,0.38110797125500867
Balloune,25221,27.4206349206349,84.0,0.19047619047619,0.38109127618852207
Btater,24447,28.4126984126984,73.0,0.219047619047619,0.3809520439571293
Aain Er-Rihane,25251,28.0238095238095,74.0,0.571428571428571,0.38078274173226023
Aayoun El-Matn,22635,28.2380952380952,72.5,0.476190476190476,0.38073929209513874
Safra Kesrouane,25161,28.031746031746,74.0,0.555555555555556,0.3806984302485738
Mhaidset Matn,22515,26.6190476190476,94.0,0.0,0.3806517367704888
Masqa,22627,28.2857142857143,72.5,0.404761904761905,0.38056294561222787
Aintoura Kesrouane,25271,27.9192520368168,74.0,0.68114021077808,0.38051774538960986
Ras El Matn,21351,28.2724867724868,72.5,0.412698412698413,0.3804471695367672
Deir El-Qamar,23413,26.2640692640693,93.0,0.497835497835498,0.3799001120084269
Aathrine,23544,26.3571428571429,93.0,0.357142857142857,0.37954045650004475
Deir Aammar,37241,29.8380952380952,42.0,1.84761904761905,0.3786098813931981
Mansouriyet Bhamdoun,24441,28.3492063492064,73.0,0.111111111111111,0.3783752479571211
Kfar Aamay,24341,27.8128980333063,73.0,0.760522363148739,0.3782154458917667
Ras Baalbek Ouadi Faara,54143,28.2329931972789,6.0,7.88945578231293,0.3777224245983085
Rouayssat En-Naamane,24347,28.1785714285714,73.0,0.273809523809524,0.37771652671232975
Qrayet Baabda,21344,29.2142857142857,62.0,0.238095238095238,0.3774321196592283
Mar Boutros Karm Et-Tine,22527,27.1827120790597,84.0,0.205521077914502,0.3772413331833513
Qaaqour,22744,26.3015873015873,94.0,0.126984126984127,0.37699438450821204
Taazaniyeh,24333,28.1984503590463,73.0,0.184389626342882,0.37681802823944227
Koubba,34155,28.4285714285714,72.0,0.0,0.3766042756610182
Khillet El-Mtain,22722,26.1904761904762,94.0,0.19047619047619,0.37597792915178
Litige,24002,27.9047619047619,73.0,0.476190476190476,0.3758471978210197
Kneisset Baabda,21377,28.0,72.5,0.412698412698413,0.3757994617703912
Beit Meri,22667,27.6825396825397,72.5,0.801587301587302,0.37576685611938093
Beit Chabab,22531,27.1047619047619,84.0,0.180952380952381,0.3755717360819541
Harissa Kesrouane,25339,28.0,74.0,0.217170746027987,0.37547372372766313
Bchtfine,23423,25.7142857142857,83.0,2.0,0.3754434999902183
Debaael,37356,24.3650793650794,97.5,1.98941798941799,0.37529420694760246
Hoshmosh,51341,29.3666666666667,5.0,6.41428571428571,0.3750559107142527
Mansouriyet El-Matn,22411,26.6507936507937,72.5,2.01587301587302,0.3749743827135845
Trablous Ez-Zeitoun,31111,31.3873015873016,31.5,0.876190476190476,0.37492714176804215
Aain Aarab Rachaiya,55167,33.8222222222222,9.0,0.453968253968254,0.3749098647836361
Haouch El-Ghanam,51329,29.0,6.5,6.68253968253968,0.3748947834518769
Bhamdoun Ed-Dayaa,24414,29.172619047619,62.0,0.0952380952380952,0.3747442919661233
Riyaq,51311,29.1428571428571,5.0,6.65714285714286,0.3745996017490331
Beddaoui,37231,31.3392857142857,28.333333,1.27380952380952,0.37458598574942603
Bater,23675,26.8503401360544,83.5,0.469387755102041,0.374430634100936
Louayzeh Baabda,21243,26.6344989576017,72.5,1.98745028025445,0.3743030810574339
Chouit,21354,27.4920634920635,72.666667,0.904761904761905,0.3742103877490239
Thoum,34133,27.3571428571429,82.0,0.0,0.37419833120663154
Litige,22002,26.2380952380952,94.0,0.0,0.3741539705728372
Bzal,35316,23.5541125541126,97.5,2.9004329004329,0.3740702341980825
Haret Hamzeh,21327,28.452380952381,62.0,0.928571428571429,0.3739927374209023
Haouch Hala,51317,29.3439153439153,6.5,6.19047619047619,0.3739506923833863
Aammatour,23639,26.2619047619048,83.5,1.14285714285714,0.3737146829567503
Serraaine Et-Tahta,53437,29.1484593837535,6.5,6.41176470588235,0.3736794912957751
Bouar,25166,27.7460317460317,74.0,0.396825396825397,0.37362828947229476
Daraaoun,25347,27.8730158730159,74.0,0.214285714285714,0.3732678729909333
Ghaboune,24323,27.5396825396825,73.0,0.73015873015873,0.37313507768646775
Aali En-Nahri,51323,29.1619047619048,6.5,6.34285714285714,0.3729551475718729
Btalloun,24421,27.952380952381,73.0,0.206349206349206,0.3729248311780584
Btermaz,37343,24.108843537415,97.5,2.11224489795918,0.3726236028780229
Adma Oua Dafine,25156,27.7380952380952,74.0,0.333333333333333,0.372614192891961
Aaqaibeh Kesrouane,25171,27.5983418919025,74.0,0.504263606878156,0.37259613590326934
Laboueh,53234,28.0565476190476,8.0,7.50595238095238,0.372578996463691
Aain El-Qach,22523,26.0817589825134,94.0,0.0306483707714868,0.3719115715875633
Litige,24007,26.4108322502173,73.0,2.02167213764687,0.37175515904093803
Ras El-Href,21334,28.8333333333333,62.0,0.285714285714286,0.3715933982999888
Deir Baqlouch,25335,27.7832073987511,74.0,0.180356592983412,0.3712664654539507
Behouara,24327,27.5352888173953,73.0,0.589385844830034,0.3711118470507994
Rijmeh,24335,27.7619047619048,73.0,0.30952380952381,0.3711038785624588
Hasrayel,26153,26.2380952380952,92.0,0.0,0.3709801659775359
Charbine El-Hermel,54127,27.778801843318,73.0,0.265232974910394,0.370779103369369
Shayleh Kesrouane,25231,27.8095238095238,74.0,0.0952380952380952,0.3705372998619606
Mrouj,22733,26.0238095238095,94.0,0.0,0.3704989770866586
Khreibet Baabda,21431,29.8095238095238,51.0,0.238095238095238,0.37012895406890145
Aain Zhalta,23469,29.1174603174603,59.666667,0.0920634920634921,0.3700567617473106
Aaraiya,21371,26.7380952380952,72.666667,1.49206349206349,0.36947844515658745
Mkalles,22279,25.8571428571429,72.5,2.5952380952381,0.3694557486691581
Aarbaniyeh,21381,27.5714285714286,72.5,0.476190476190476,0.36936820124925007
Terbol Zahleh,51365,29.6107660455487,5.0,5.6935817805383,0.36924492467454123
Chmout,26296,26.1336261125497,92.0,0.0,0.3691982741017831
Bmaryam,21436,29.4444444444444,51.0,0.603174603174603,0.3689546052239778
Aain Er-Roummaneh Aaley,24317,27.428562715836,73.0,0.563524141591985,0.36893353429344855
Mayasseh,22539,26.6327062204557,84.0,0.278533579403289,0.36887057206457524
Batroun,34111,27.968253968254,72.0,0.0,0.3687528081721906
Khirbet Rouha,55151,32.733893557423,9.0,1.34453781512605,0.36867206933029717
Qabaait,35325,23.3593073593074,97.5,2.74891774891775,0.36865055199751773
Talia,53439,28.968253968254,8.0,6.09523809523809,0.36860543670813317
Aasaymout,37362,23.9206349206349,97.5,2.04761904761905,0.36851897896395647
Rachana,34122,27.0238095238095,82.0,0.0,0.3685127857836855
Temnine Et-Tahta,53425,28.974025974026,6.5,6.25108225108225,0.36848040828127326
Bhannine,63181,26.047619047619,83.5,1.02380952380952,0.3684120773745398
Biret Rachaiya,55164,32.9234693877551,11.0,0.848639455782313,0.3682161955727824
Heri,34177,29.3174603174603,56.5,0.0634920634920635,0.3680474709598358
Aarasta,26392,25.9789417085591,92.0,0.0716217660194131,0.36755111954592806
Aain El-Kharroubeh,22543,25.7738890015936,94.0,0.0934786982965383,0.3675299133689949
Batha,25325,27.6416281722188,74.0,0.0825876357361953,0.3674984834245214
Bekhaaz,26297,26.0238095238095,92.0,0.0,0.3673251724913573
Bayqoun,23687,25.6666666666667,93.0,0.321428571428571,0.36726897163799244
Kharayeb Nahr Ibrahim,25181,26.6143462671281,83.0,0.294998737235317,0.36719838754404255
Dlaybeh,21391,27.4047619047619,72.5,0.523809523809524,0.3671844733761892
Haouch El-Aamara,51335,29.0919065692279,6.5,6.00516113550117,0.3670875208373004
Bhamdoun El-Mhatta,24411,28.7142857142857,62.0,0.0952380952380952,0.36692666700957466
Litige,23007,25.7490688450349,83.5,1.28327272874886,0.36691077076651163
Haouch Snaid,53433,28.6996336996337,8.0,6.28937728937729,0.36671055360228944
Broummana El-Matn,22611,27.5986394557823,72.5,0.244897959183673,0.36663125247679423
Chnanaair,25315,27.3333333333333,74.0,0.380952380952381,0.36636936114536867
Chmeisset Baabda,21347,28.8809523809524,51.0,1.0952380952381,0.36615345605354477
Litige,26005,25.9003350582441,92.0,0.0662643333898266,0.36613620794843854
Eddeh Jbayl,26135,25.9285714285714,92.0,0.0079365079365079,0.3658105717483464
Ghofrine,26291,25.9285714285714,92.0,0.0,0.3657007309419444
Aayha,55117,33.4309927360775,9.0,0.2590799031477,0.3655395623456492
Bkhichtay,24321,27.4285714285714,73.0,0.30952380952381,0.3654183331395128
Ouadi Chahrour El Aaoulia,21267,26.6666666666667,62.0,2.5,0.36528293803701095
Haouch Er-Rafqa,53419,28.1836734693878,8.0,6.81632653061224,0.3652029543541633
Qalamoun,31221,32.3928571428571,21.0,0.130952380952381,0.36510201128077724
Machraah El-Matn,22787,25.7056558224783,94.0,0.0,0.3650723451254688
Hizzine,53441,28.7301587301587,8.0,6.12698412698413,0.36498369606020814
Mina N:3,31181,34.1372164816819,1.0,0.251564167264801,0.3647861281718819
Massa,51371,29.6714285714286,6.5,5.11904761904762,0.3647084575140404
Kfarzabad,51389,31.244708994709,5.0,3.33465608465609,0.3644671013569497
Qtaleh Baabda,21331,28.9365079365079,51.0,0.904761904761905,0.36446486760371954
Qannebet Salima,22683,27.3531826461955,72.5,0.384666885268855,0.36437897873140723
Salima Baabda,21394,27.4625850340136,72.5,0.238095238095238,0.3642164724292886
Kfar Aabida,34144,27.6785714285714,72.0,0.0119047619047619,0.36397655966899517
Mina N:2,31176,34.0549923277278,1.0,0.276532325182642,0.3637292185329829
Choueir,22754,25.6190476190476,94.0,0.0,0.3635951005016541
Gharzouz,26294,25.7936507936508,92.0,0.0,0.3633994387469435
Litige,52002,29.4166666666667,53.0,0.0,0.36330671308081497
Marjaba,22734,25.5970713402093,94.0,0.0,0.36322025910696676
Haouch En-Nabi,53431,28.1587301587302,8.0,6.68253968253968,0.36292590321187357
Baabdat,22659,27.4489795918367,72.5,0.149659863945578,0.36276046893660663
Nasriyet Rizk,51354,29.9264069264069,6.5,4.66233766233766,0.3627366914392878
Choueifat El-Aamrousiyeh,24111,25.6845238095238,62.0,3.48809523809524,0.3622060649557416
Blat Jbeil,26129,25.6952380952381,92.0,0.0238095238095238,0.36205037156508957
Bsifrine,22691,27.2460256641261,72.5,0.344570355297739,0.36199630743115374
Ghazir,25311,27.0680272108844,74.0,0.380952380952381,0.36184413111486285
Saghbine,52136,28.9391534391534,53.0,0.481481481481481,0.36182561923395246
Aain es-Sofsaf El-Matn,22727,25.5043600869733,94.0,0.0,0.3616389169824925
Mousrayeh,53421,28.047619047619,8.0,6.71428571428572,0.36147008462983193
Aain Es-Sindiane,22737,25.4803740815219,94.0,0.0091195070633872,0.3613560098572045
Bnabil,22724,25.4484875242937,94.0,0.0416331043501625,0.3612621187365689
Baabda,21211,25.6746031746032,72.5,2.22619047619048,0.36123463820175605
Mazraat Ech-Chouf,23651,26.015037593985,83.5,0.543859649122807,0.3612138691310096
Baalchmay,21311,28.3015873015873,62.0,0.19047619047619,0.3612055099722768
Hlaliyeh Baabda,21324,28.8125436677366,51.0,0.801200002900755,0.36091716348652303
Kfar Hazir,32123,28.9391534391534,56.5,0.0,0.36071610168734064
Halate,26147,26.3452380952381,83.0,0.146825396825397,0.36055759696020756
Raait,51359,29.1904761904762,5.0,5.57671957671958,0.36045882741221247
Hamat,34287,28.9183673469388,56.5,0.0,0.36036156087298576
Kfar Mashoun,26287,25.6031746031746,92.0,0.0,0.3601505556481177
Mejdlaiya,24349,26.3492063492064,73.0,1.25396825396825,0.3600790515413421
Yanouh Jbayl,26347,25.5714285714286,92.0,0.0238095238095238,0.35993859755085333
Laylakeh,21166,25.5010503006727,62.0,3.55034479667672,0.3599381543061092
Ouata El-Mrouj,22731,25.3988560326777,94.0,0.0,0.3598393727034851
Kfar Khollos,34281,27.4285714285714,72.0,0.0,0.3595476393921835
Aain Ez-Zeitouneh,22714,25.3813097903384,94.0,0.0,0.35954009283001875
Hdeine,26324,25.5176516394865,92.0,0.0516255420255161,0.35940631605090195
Mina N:1,31171,33.7290291162796,1.0,0.354217283970864,0.3592445378916339
Khinchara,22747,25.3428571428571,94.0,0.019047619047619,0.35914783794372135
Kfar Faqoud,23433,25.0952380952381,83.0,1.55555555555556,0.3587335447605223
Aajaltoun,25211,26.2034632034632,84.0,0.0562770562770563,0.3584731127510319
Ras Masqa,32185,31.7714285714286,21.0,0.414285714285714,0.3584238469594117
Hboub,26284,25.4920634920635,92.0,0.0,0.35825537384046957
Ghabat,26337,25.4839879816804,92.0,0.0095756323327784,0.35825015898951224
Zighrine El-Matn,22771,25.2942508872734,94.0,0.0,0.35805516078647537
Seraaiita,26334,25.4285714285714,92.0,0.0634920634920635,0.35805113925874316
Fghal,26298,26.4047619047619,82.0,0.0,0.35795391571250246
Ras Baalbek Ech-Charqi,53227,32.373897707231,8.0,1.11992945326279,0.35783628214507796
Hraiche,32183,31.9931972789116,21.0,0.0816326530612245,0.35760257619613717
Bteghrine,22757,25.2448979591837,94.0,0.0272108843537415,0.35758996289376854
Kfar Chima,21251,25.4523809523809,62.0,3.44047619047619,0.35758744384063496
Jouar El-Matn,22587,25.2380952380952,94.0,0.0317460317460317,0.3575366975296106
Aain El-Ghouaybeh,26317,25.3989758996089,92.0,0.0548318184315871,0.3574264818001098
Jouar El-Haouz,21461,27.2222222222222,72.5,0.0317460317460317,0.35726083040955586
Litige,26006,25.4285714285714,92.0,0.0,0.35717241280752704
Haret Es-Sit,21275,26.6463077140421,62.0,1.93618785326399,0.35713255559932994
Lala,52214,32.4095238095238,11.0,0.671428571428571,0.3569974244913958
Ghabbatiyeh,63141,25.4377281981172,83.5,0.941990023254146,0.35687701388092496
Trablous Et-Tell,31121,33.2273511885084,1.0,0.783728386576609,0.3566320085330111
Bmahray,24484,29.5952380952381,46.0,0.0857142857142857,0.3564305056115508
Tadmor,26344,25.3809523809524,92.0,0.0,0.35636019203282143
Laqlouq,26361,25.3809523809524,92.0,0.0,0.35636019203282143
Mar Sarkis,26314,25.3809523809524,92.0,0.0,0.35636019203282143
Qalhat,32171,30.1224489795918,41.0,0.0,0.3563021577055476
Hema Er-Rehban,26390,25.3725683709354,92.0,0.0,0.3562171890234872
Kfar Aaqab,22781,25.1547619047619,94.0,0.0238095238095238,0.3560054703674729
"Trablous El-Haddadine, El-Hadid, El-Mharta",31116,33.2437576729146,1.0,0.712587096259028,0.35592725666616054
Dahr El-Ahmar,55124,31.9450549450549,9.0,1.38461538461538,0.3557718072657911
Chrine,22591,25.0764349520729,94.0,0.0832502647960564,0.35549213240972033
Aain Ej-Jdideh Aaley,24325,28.0238095238095,62.0,0.119047619047619,0.3554789881955375
Trablous En-Nouri,31126,33.1209533781527,1.0,0.80309498879515,0.3550852524257973
Aainbal,23533,24.7261904761905,93.0,0.595238095238095,0.3550171191584103
Fekehe,53214,28.4767857142857,6.0,5.94761904761905,0.3550057978681378
Hasbaiya El-Matn,21397,26.8571428571429,72.5,0.30952380952381,0.35487823269421176
Aaqabet Rachaya,55114,31.5820105820106,9.0,1.75132275132275,0.3546547001578538
Hrar,35328,23.8142857142857,97.5,1.17619047619048,0.3546444986908374
Qalaat Baabda,21416,28.9672473751983,51.0,0.113779325563528,0.35404202632058357
Aain Dara,24477,29.7719298245614,43.0,0.0363408521303258,0.3540002398396559
Qmatiyeh,24315,26.4285714285714,73.0,0.714285714285714,0.353963577997181
Bzebdine,21466,26.8571428571429,72.5,0.238095238095238,0.3538896654365936
Qatnaaoun,34283,27.0952380952381,72.0,0.0,0.3538620939692392
Sfeilet Bikfaya,22567,25.7814194089065,84.0,0.232615907515357,0.35371498466188206
Mazraat Es Siyad,26321,25.2207792207792,92.0,0.0,0.35362817669971736
Taraiya,53435,26.9651240778001,58.0,1.74647887323944,0.35359731995610233
Deir Khouna,21337,28.1339668175893,51.0,1.10277101266151,0.35351665013845757
Beit Lahia,55127,31.2857142857143,9.0,2.02380952380952,0.35337208302392736
Fraudis Ech-Chouf,23467,28.7579365079365,53.0,0.0753968253968254,0.35311448002486145
Litige,55007,32.8857142857143,9.0,0.019047619047619,0.35291691335691333
Trablous et Tabbaneh,31161,32.9156702272767,1.0,0.894643063780506,0.352850832401184
Khodr Baalbek,53443,29.1111111111111,8.0,4.77248677248677,0.3527352979652488
Bmehrayn,26283,25.1666666666667,92.0,0.0,0.35270519854664284
Ouadi Chahrour Es-Soufla,21259,25.9761904761905,62.0,2.44047619047619,0.3526819307557526
Mghayreh Jbeil,26341,25.1587301587302,92.0,0.0,0.35256982841752527
Aaray,63131,25.5119047619048,83.5,0.523809523809524,0.3523546228557671
Btibyat,21451,28.6825396825397,51.0,0.333333333333333,0.3522244854110077
Trablous Ez-Zahrieh,31156,32.9085855946649,1.0,0.856186934667096,0.35219776181827867
Tallet Zgharta,33171,29.768167198174,31.0,1.28571428571429,0.3521844898838498
Abou Mizane,22575,24.873262581563,94.0,0.094259783226763,0.35217906627825435
Trablous El Hadid,31146,32.9047619047619,1.0,0.857142857142857,0.3521457724416434
Trablous Er-Remmaneh,31136,32.9047619047619,1.0,0.857142857142857,0.3521457724416434
Aain Baalbek,53217,28.5544217687075,8.0,5.41156462585034,0.35208485050979155
Binnay,24369,25.75,73.0,1.4047619047619,0.35194558211459054
Hbaline,26281,25.1190476190476,92.0,0.0,0.3518929777719355
Nabi Chit,53445,29.540293040293,6.5,4.35164835164835,0.35185096540774496
Makseh,51217,31.8571428571429,5.0,1.66666666666667,0.35182828684171163
Chouaya El-Matn,22764,24.9285714285714,94.0,0.0,0.351817899268411
Aain Et-Teffaha,22563,24.8571428571429,94.0,0.0654251829984119,0.3515050488186553
Hariq Zgharta,33131,28.1587301587302,42.0,1.95238095238095,0.3514154607163932
Haouch El Qinnabeh Rachaiya,55161,30.6571428571429,16.0,1.84761904761905,0.35132061897923306
Tannoura,55131,31.5986394557823,9.0,1.48979591836735,0.3513188167126621
Choueifat El-Quoubbeh,24133,23.4387755102041,83.0,3.04761904761905,0.351129936558243
Bakkifac Rachaya,55121,31.4329004329004,9.0,1.64502164502165,0.35064018147655934
Hsarat,26286,25.031746031746,92.0,0.0,0.3504039063516402
Rouayssrt El-Ballout,21317,28.2748749428935,51.0,0.683521716525995,0.35011768300194834
Hammana,21411,29.5457875457875,43.0,0.032967032967033,0.3500963197853927
Trablous El Mhatra,31131,32.816120694942,1.0,0.817746763889575,0.3500886119371602
Baaloul BG,52224,32.1328320802005,11.0,0.508771929824561,0.3500268358839996
Bayssour Aaley,24343,26.265306122449,73.0,0.619047619047619,0.3498607313785071
GHabet Jaafar,23438,24.2340928338189,93.0,0.826175890780373,0.34981975426880135
Hema Mar Maroun Aannaya,26388,24.9900092125311,92.0,0.0,0.34969201660727356
Kfarhata Zgharta,33121,29.0793650793651,31.0,1.95238095238095,0.3496624704198931
Mzairaa Baabda,21321,28.04201248713,51.0,0.932872257405001,0.34959682971867573
Bchille Jbayl,26244,24.984126984127,92.0,0.0,0.3495916855769346
Mchikha,22717,26.6442935369051,72.5,0.189195147469922,0.3495823976024142
Aalita,26219,24.981777387965,92.0,0.0,0.34955160936982077
Zibdine Jbayl,26246,24.9761904761905,92.0,0.0,0.349456315447817
Bsous,24291,26.8253968253968,62.0,1.15873015873016,0.3494272443374237
Conflict,0,32.6904761904762,9.0,0.0,0.3493231902452521
Mina Jardin,31186,33.0952380952381,1.0,0.416666666666667,0.34929849078515735
Qarah Bach,33119,29.1643253627026,31.0,1.80979447533035,0.3491382185537991
Kfar Denis,55137,31.9880952380952,9.0,0.849206349206349,0.3490959001033476
Tahouitat El Ghadir,21188,25.1269841269841,62.0,3.22222222222222,0.3490166463707528
Mazraat Ajbeaa,33127,29.5233622412836,31.0,1.35255464302969,0.3489340074195754
Aain El-Qabu,22777,24.7301587301587,94.0,0.0317460317460317,0.3488730092660756
Chatine,34366,25.8452380952381,82.0,0.0,0.3484103216097022
Choueifat El-Oumara,24155,24.9880952380952,62.0,3.34523809523809,0.3483502016104234
Jlisseh,26274,24.903168836658,92.0,0.0,0.3482108119025572
Hadath Beyrouth,21219,25.172619047619,62.0,3.10714285714286,0.3482023329203502
Kahhaleh,24313,26.8639299735872,62.0,1.02082254227619,0.3481758568715647
Nammoura Kesrouane,25341,26.4952380952381,74.0,0.0952380952380952,0.3481200064800639
Trablous Es-Souayqa,31141,32.7306944170868,1.0,0.779779529287233,0.3481060626781211
Btekhnay,21441,28.5714285714286,51.0,0.171428571428571,0.34808855115275844
Kfardlaqous,33115,28.797619047619,31.0,2.17857142857143,0.3479872938186699
Ghalboun,26277,24.8852270226291,92.0,0.0,0.3479047849066632
Barouk,23679,28.4567901234568,53.0,0.0617283950617284,0.3477887654034242
Kfar Qouas,26264,24.8660011188315,92.0,0.0,0.34757685565864793
Chamate,26279,24.862870443408,92.0,0.0,0.3475234568666735
Ramout,26261,24.862813462979,92.0,0.0,0.3475224849722216
Blaybel,24267,25.8289898900782,62.0,2.24867099667169,0.3475166112177686
Kafr,26273,24.8571428571429,92.0,0.0,0.34742576351105137
Salaiyeb,74141,26.7261904761905,24.0,5.48809523809524,0.34735099030502875
Deir Qoubel,24177,24.7142857142857,73.0,2.34920634920635,0.347350836226566
Aaley,24311,27.3809523809524,62.0,0.318681318681319,0.34727692648265246
Bintaael,26269,24.847619047619,92.0,0.0,0.34726331935610844
Deir Dourit,23522,24.1746031746032,93.0,0.698412698412698,0.3470368256679539
Kfoun,26267,24.8333333333333,92.0,0.0,0.3470196531236968
Rimhala,24367,25.6666666666667,73.0,1.15079365079365,0.3470092899539904
Brayj Jbayl,26253,24.8251180898242,92.0,0.0,0.3468795287033022
Asnoun,33125,29.1708119505709,31.0,1.61840578657628,0.3466000496471641
Saqiet El-Khayt,26263,24.8077384835133,92.0,0.0,0.34658309107996166
Ghouma,34231,25.7301587301587,82.0,0.0,0.3464474547374945
Bmakine,24319,26.1270652874006,73.0,0.527053195446358,0.3462296102868073
Sebrine,26254,24.7857142857143,92.0,0.0,0.3462074323489912
Majdel El-Aqoura,26357,25.6169772256729,83.0,0.0020703933747412,0.34613251540418066
Beit Habbaq,26271,24.7781190026227,92.0,0.0,0.3460778823679389
Aabaydat,26256,24.7619047619048,92.0,0.0,0.3458013219616384
Dalhamiyet Zahleh,51383,28.2010582010582,5.0,5.73544973544974,0.3457795007769082
Bourj El-Ftouh,25313,26.4190476190476,74.0,0.019047619047619,0.34576598149907384
Zgharta,33111,29.0666666666667,31.0,1.68571428571429,0.34575522711819723
Merdache,21235,25.6718513202291,51.0,3.55778979227335,0.3454985582011909
Litige,63001,24.8480596114072,83.5,0.841678595318841,0.34543094697314997
Sirjbal,23437,23.4285714285714,93.0,1.5,0.34540595497748955
Majdaloun,53147,28.1360544217687,8.0,5.43537414965986,0.34527843326550506
Litige,26007,25.5595238095238,83.0,0.0,0.34512389925911424
Rafid Rachaiya,55157,31.6666666666667,11.0,0.714285714285714,0.3449199207605475
Bdadoun,24283,26.2380952380952,62.0,1.55555555555556,0.34490189510281205
Baaqline,23511,24.1904761904762,93.0,0.523809523809524,0.34489106818534476
Houmal,24275,26.0466383434917,62.0,1.78716931302254,0.34484180536904024
Mazraat Jnaid,33135,29.0445637461367,31.0,1.63820711004115,0.34472072910502477
Deir Baba,23435,23.7142857142857,83.0,2.23809523809524,0.34462545164460956
Litige,26003,24.6118548061535,92.0,0.08545528608876,0.3444246706136821
Litige,55005,31.8897610934239,9.0,0.624849073190696,0.3443135587657976
Ouadi Ed-Deir,23441,23.4632000182371,93.0,1.36860714390001,0.3441781327799648
Litige,55008,31.2189816854234,9.0,1.4350681367441,0.344085702915086
Souq El-Gharb,24331,26.0380952380952,73.0,0.466666666666667,0.3438763344848453
Jenta,53447,30.546218487395,6.5,2.50420168067227,0.3434401158248121
Zaitoun,25375,26.1428571428571,74.0,0.19047619047619,0.3434276624240598
Rachaiya,55111,31.875415282392,9.0,0.572535991140642,0.34334485748420834
Khalouat Baabda,21421,28.3903953250186,51.0,0.0488563281200817,0.34330434022619055
Chaat,53274,27.2698412698413,8.0,6.34310134310134,0.3430666419538007
Ghosta,25319,26.2619047619048,74.0,0.0,0.3428220350071788
