Indicator,Mean_Abs_Kendall_tau,Final_Weight
Mean Annual Hot Days,0.2857142857142857,0.4
Forest fire risk,0.21428571428571427,0.30000000000000004
Annual Dry Spell Length,0.21428571428571427,0.30000000000000004
