adm3_name,ACS_Code,Mean annual hot days,Forest fire risk,Annual Dry Spell Length
Baaqline,23511,24.1904761904762,93.0,0.523809523809524
Deir Dourit,23522,24.1746031746032,93.0,0.698412698412698
Aainbal,23533,24.7261904761905,93.0,0.595238095238095
Aathrine,23544,26.3571428571429,93.0,0.357142857142857
Ouadi bnehlay,23555,22.8095238095238,93.0,1.45238095238095
Gharifeh,23566,23.7875457875458,93.0,0.619047619047619
Jahliyeh,23577,22.6666666666667,93.0,0.990476190476191
Hasrout,23588,22.3428571428571,93.0,0.466666666666667
Moukhtara,23611,27.1428571428571,93.0,0.59047619047619
Botmeh,23615,27.0178571428571,93.0,0.357142857142857
Aain Qania,23619,27.0949134653832,93.0,0.58794830673376
Jdeidet Ech-Chouf,23623,27.3333333333333,93.0,0.380952380952381
Niha El-Chouf,23625,26.2967032967033,60.0,0.0311355311355311
Aain Ouzain,23627,27.2460317460317,93.0,0.26984126984127
Baadarane,23631,27.1991341991342,93.0,0.177489177489177
Khereibet Ech-Chouf,23635,27.025974025974,53.0,0.134199134199134
Aammatour,23639,26.2619047619048,83.5,1.14285714285714
Kahlouniet Ech-Chouf,23643,26.8452380952381,93.0,0.464285714285714
Haret Jandal,23647,27.1666666666667,93.0,0.452380952380952
Mazraat Ech-Chouf,23651,26.015037593985,83.5,0.543859649122807
Kfar Nabrakh,23655,27.8367346938776,93.0,0.554421768707483
Mristi,23659,27.0119047619048,53.0,0.0297619047619048
Batloun,23663,26.9727891156463,93.0,0.197278911564626
Maasser Ech-Chouf,23667,27.2914285714286,53.0,0.060952380952381
Jbaa Ech-Chouf,23671,27.037037037037,53.0,0.0529100529100529
Bater,23675,26.8503401360544,83.5,0.469387755102041
Barouk,23679,28.4567901234568,53.0,0.0617283950617284
Bayqoun,23687,25.6666666666667,93.0,0.321428571428571
Litige,24001,28.6183584875627,73.0,0.52298256602765
Litige,24002,27.9047619047619,73.0,0.476190476190476
Litige,24003,28.9466865841738,73.0,0.537146084662906
Litige,24004,29.0000277810345,73.0,0.523939168636963
Litige,24005,28.9911321254683,83.0,1.36670056936728
Litige,24006,28.9036855055051,83.0,1.36141421257698
Litige,24007,26.4108322502173,73.0,2.02167213764687
Litige,24008,25.5714285714286,73.0,0.333333333333333
Litige,24009,25.7800402223277,83.0,2.82527518229249
Choueifat El-Aamrousiyeh,24111,25.6845238095238,62.0,3.48809523809524
Choueifat El-Quoubbeh,24133,23.4387755102041,83.0,3.04761904761905
Choueifat El-Oumara,24155,24.9880952380952,62.0,3.34523809523809
Deir Qoubel,24177,24.7142857142857,73.0,2.34920634920635
Aaramoun Aaley,24211,23.1309523809524,83.0,1.58035714285714
Aain Drafil,24219,22.8928571428571,83.0,1.42857142857143
Sirhmoul,24227,24.8730158730159,73.0,1.19047619047619
Baaouerta,24235,21.5,83.0,1.17857142857143
Bchamoun,24243,24.5142857142857,73.0,1.68571428571429
Daqqoun,24251,23.0238095238095,73.0,1.02380952380952
Aain Aanoub,24259,25.1904761904762,62.0,1.40952380952381
Blaybel,24267,25.8289898900782,62.0,2.24867099667169
Houmal,24275,26.0466383434917,62.0,1.78716931302254
Bdadoun,24283,26.2380952380952,62.0,1.55555555555556
Bsous,24291,26.8253968253968,62.0,1.15873015873016
Aaley,24311,27.3809523809524,62.0,0.318681318681319
Kahhaleh,24313,26.8639299735872,62.0,1.02082254227619
Qmatiyeh,24315,26.4285714285714,73.0,0.714285714285714
Aain Er-Roummaneh Aaley,24317,27.428562715836,73.0,0.563524141591985
Bmakine,24319,26.1270652874006,73.0,0.527053195446358
Bkhichtay,24321,27.4285714285714,73.0,0.30952380952381
Ghaboune,24323,27.5396825396825,73.0,0.73015873015873
Aain Ej-Jdideh Aaley,24325,28.0238095238095,62.0,0.119047619047619
Behouara,24327,27.5352888173953,73.0,0.589385844830034
Aaytat,24329,25.6309523809524,62.0,1.19047619047619
Souq El-Gharb,24331,26.0380952380952,73.0,0.466666666666667
Taazaniyeh,24333,28.1984503590463,73.0,0.184389626342882
Rijmeh,24335,27.7619047619048,73.0,0.30952380952381
Keyfoun,24337,25.7619047619048,73.0,0.476190476190476
Chimlane,24339,25.1190476190476,73.0,0.428571428571429
Kfar Aamay,24341,27.8128980333063,73.0,0.760522363148739
Bayssour Aaley,24343,26.265306122449,73.0,0.619047619047619
Douair Er-Remmaneh,24345,27.9908812858447,73.0,1.48407255087953
Rouayssat En-Naamane,24347,28.1785714285714,73.0,0.273809523809524
Mejdlaiya,24349,26.3492063492064,73.0,1.25396825396825
Aaynab,24351,25.1142857142857,73.0,0.457142857142857
Chartoun,24353,27.952380952381,73.0,0.797619047619048
Bou Zrideh,24355,27.5543559116969,73.0,1.37874691631695
Dfoun,24357,25.3095238095238,73.0,0.738095238095238
Richmaiya,24359,28.5185185185185,83.0,1.10582010582011
Aain Traz,24361,28.0952380952381,83.0,1.3015873015873
Selfaya,24363,26.7142857142857,83.0,2.64285714285714
Aaley Bsatine,24365,24.3571428571429,73.0,0.833333333333333
Rimhala,24367,25.6666666666667,73.0,1.15079365079365
Binnay,24369,25.75,73.0,1.4047619047619
Aain Ksour,24371,25.3492063492064,73.0,0.587301587301587
Jisr El Qadi,24373,26.0235107192711,83.0,2.84107079703293
Aabey,24375,24.1587301587302,73.0,0.761904761904762
Kfar Matta,24377,23.546485260771,83.0,1.59863945578231
Bhamdoun El-Mhatta,24411,28.7142857142857,62.0,0.0952380952380952
Bhamdoun Ed-Dayaa,24414,29.172619047619,62.0,0.0952380952380952
Chanay,24417,29.4285714285714,73.0,0.0952380952380952
Btalloun,24421,27.952380952381,73.0,0.206349206349206
Majdel Baana,24424,29.7285714285714,73.0,0.185714285714286
Saoufar,24427,29.8571428571429,62.0,0.0380952380952381
Aain El Halazoun,24431,29.2848471264118,73.0,0.589040731272111
Bedghan Oua Ouadi Bedghan,24434,29.7904761904762,73.0,0.104761904761905
Homs Oua Hama,24437,30.1904761904762,73.0,0.761904761904762
Mansouriyet Bhamdoun,24441,28.3492063492064,73.0,0.111111111111111
Mchekhti,24443,29.6413649888491,83.0,0.170059298729141
Charoun,24444,29.956043956044,62.0,0.19047619047619
Btater,24447,28.4126984126984,73.0,0.219047619047619
Ighmid,24451,29.5119047619048,83.0,0.30952380952381
Aazouniyeh,24454,30.452380952381,62.0,0.0952380952380952
Mcherfeh,24457,29.5714285714286,73.0,0.547619047619048
Habramoun,24461,28.9041329219996,73.0,1.33513163476699
Bserrine,24464,29.0105943224388,73.0,1.1087716405076
Ramlieh,24467,28.4666666666667,83.0,0.647619047619048
Maasrati,24471,29.0597323703361,83.0,1.24360163717137
Mazraat En-Nahr Aaley,24474,28.9043227576688,83.0,1.46556590155571
Aain Dara,24477,29.7719298245614,43.0,0.0363408521303258
Mrayjat Aaley,24481,29.6507936507936,83.0,0.349206349206349
Bmahray,24484,29.5952380952381,46.0,0.0857142857142857
Litige,25001,25.1005291005291,83.0,0.0
Litige,25002,24.6266666666667,41.0,0.0
Litige,25003,26.1138770172935,74.0,0.0
Jounieh Sarba,25111,28.2619047619048,74.0,1.42857142857143
Zouk Mkayel,25116,28.3537414965986,74.0,1.17687074829932
Jounie Ghadir,25121,28.0,74.0,0.738095238095238
Zouk Mousbeh,25126,28.4920634920635,84.0,1.20634920634921
Jounie Haret Sakhr,25131,28.015873015873,74.0,1.34920634920635
Sahel Aalma,25136,27.8730158730159,74.0,0.80952380952381
Ouata Sillam,25141,28.0952380952381,74.0,0.928571428571429
Kfar Yassine,25146,28.076640751378,74.0,0.942284962229479
Tabarja,25151,28.0560864263975,74.0,0.635117801559353
Adma Oua Dafine,25156,27.7380952380952,74.0,0.333333333333333
Safra Kesrouane,25161,28.031746031746,74.0,0.555555555555556
Bouar,25166,27.7460317460317,74.0,0.396825396825397
Aaqaibeh Kesrouane,25171,27.5983418919025,74.0,0.504263606878156
Bqaq Ed-Dine,25176,27.6190476190476,83.0,0.476190476190476
Kharayeb Nahr Ibrahim,25181,26.6143462671281,83.0,0.294998737235317
Aajaltoun,25211,26.2034632034632,84.0,0.0562770562770563
Balloune,25221,27.4206349206349,84.0,0.19047619047619
Shayleh Kesrouane,25231,27.8095238095238,74.0,0.0952380952380952
Daraiya Kesrouane,25241,25.1428571428571,84.0,0.0952380952380952
Aain Er-Rihane,25251,28.0238095238095,74.0,0.571428571428571
Jaaita,25261,27.9714285714286,84.0,0.742857142857143
Aintoura Kesrouane,25271,27.9192520368168,74.0,0.68114021077808
Mazraat Er-Ras,25281,27.7619047619048,84.0,0.595238095238095
Ghazir,25311,27.0680272108844,74.0,0.380952380952381
Bourj El-Ftouh,25313,26.4190476190476,74.0,0.019047619047619
Chnanaair,25315,27.3333333333333,74.0,0.380952380952381
Jdaidet Ghazir,25317,25.0401350273763,74.0,0.0
Ghosta,25319,26.2619047619048,74.0,0.0
Maarab,25321,25.7184537574837,74.0,0.000789410702147919
Dlebta,25323,25.3142857142857,74.0,0.0
Batha,25325,27.6416281722188,74.0,0.0825876357361953
Aaramoun Kesrouane,25327,24.8095238095238,74.0,0.0
Kfour Kesrouane,25329,25.247619047619,74.0,0.0
Ghidras,25331,25.4761904761905,74.0,0.00952380952380952
Harharaya,25333,25.0238095238095,74.0,0.0
Deir Baqlouch,25335,27.7832073987511,74.0,0.180356592983412
Bzoummar,25337,25.8333333333333,74.0,0.0
Harissa Kesrouane,25339,28.0,74.0,0.217170746027987
Nammoura Kesrouane,25341,26.4952380952381,74.0,0.0952380952380952
Ghineh,25343,24.8412698412698,74.0,0.0
Hsayn,25345,24.7574573523794,74.0,0.0
Daraaoun,25347,27.8730158730159,74.0,0.214285714285714
Hayata,25349,24.2738095238095,74.0,0.0
Chahtoul,25351,23.797619047619,74.0,0.0
Zaaitreh,25353,24.9955124201022,74.0,0.000304123398611079
Jouret E-Tourmos,25355,24.4920634920635,74.0,0.0
Maaysra Kesrouane,25357,25.8761904761905,74.0,0.0761904761904762
Jouret Mhad,25359,23.6930223905912,74.0,0.0
Aazra ouel Aazr,25361,25.0238095238095,74.0,0.0
Ghbaleh Kesrouane,25363,24.0952380952381,74.0,0.0
Jouret Bedrane,25365,24.3333333333333,74.0,0.0
Mradiyeh,25367,24.5952380952381,74.0,0.0
Bizhel,25369,25.2380952380952,83.0,0.0666666666666667
Nahr Ed-Dahab,25371,23.9047619047619,83.0,0.0
Yahchouch,25373,24.0357142857143,83.0,0.0178571428571429
Zaitoun,25375,26.1428571428571,74.0,0.19047619047619
Ighbeh,25391,24.5,74.0,0.0
Rayfoun,25411,24.5873015873016,74.0,0.0
Qleiaat Kesrouane,25415,24.4642857142857,84.0,0.0238095238095238
Mazraat Mrah El-Mir,25419,24.6748820513591,74.0,0.0120670452350354
Aachqout,25423,24.6462585034014,74.0,0.0
Faytroun,25427,23.7359307359307,74.0,0.0
Beqaata Aachqout,25431,23.7809523809524,74.0,0.0
Raachine,25435,24.0884353741497,74.0,0.0
Kfar Dibiane,25439,24.1001221001221,84.0,0.0
Beqaata Kanaan,25443,24.4404761904762,84.0,0.0
Kfar Tay Kesrouane,25447,24.6904761904762,84.0,0.0
Bqaatouta,25451,23.989417989418,84.0,0.0
Ouata El-Jaouz,25455,23.5974025974026,74.0,0.0
Mayrouba,25459,23.8428571428571,83.0,0.0
Aain Ed-Delbeh Kesrouane,25463,23.8095238095238,74.0,0.0
Mghayer,25467,23.8095238095238,74.0,0.0
Hrajel,25471,24.0576441102757,83.0,0.0
Faraya,25475,23.9404761904762,74.0,0.0
Chouane,25479,24.1428571428571,83.0,0.0396825396825397
Mchaa Kfar Dibiane,25482,24.8820346320346,58.666667,0.0
Mchaa Faraya,25485,24.2600732600733,74.0,0.0
Mchaa El Ftouh,25488,25.1063122923588,58.0,0.0
Litige,26001,23.9905800470508,92.0,0.0
Litige,26002,24.3808707509513,92.0,0.0
Litige,26003,24.6118548061535,92.0,0.08545528608876
Litige,26004,24.4948855685635,92.0,0.0952380952380952
Litige,26005,25.9003350582441,92.0,0.0662643333898266
Litige,26006,25.4285714285714,92.0,0.0
Litige,26007,25.5595238095238,83.0,0.0
Litige,26008,25.0834365052569,83.0,0.0
Litige,26009,24.5182801284798,92.0,0.0
Jbayl,26111,27.2761904761905,92.0,0.238095238095238
Mastita,26117,26.8809523809524,92.0,0.357142857142857
Qartaboun,26123,27.0364129940768,92.0,0.298602779076545
Blat Jbeil,26129,25.6952380952381,92.0,0.0238095238095238
Eddeh Jbayl,26135,25.9285714285714,92.0,0.00793650793650794
Aamchit,26141,27.7559523809524,92.0,0.0714285714285714
Halate,26147,26.3452380952381,83.0,0.146825396825397
Hasrayel,26153,26.2380952380952,92.0,0.0
Rihanet Jbayl,26159,28.019895212768,92.0,0.0380416603302385
Jeoddayel Jbayl,26165,27.4715614659497,92.0,0.0116301735188144
Nahr Ibrahim,26171,27.6666666666667,83.0,0.587301587301587
Mounsef,26177,27.7460317460317,92.0,0.0158730158730159
Berbara Jbayl,26183,27.3238095238095,92.0,0.00952380952380952
Kfar Kiddeh,26189,27.1666666666667,92.0,0.0
Ehmej,26211,24.3630952380952,92.0,0.0
Aalmat Ech-Chamliyeh,26212,23.8380952380952,92.0,0.0
Mazraat El-Maaden,26213,23.8333333333333,92.0,0.0
Aalmat Ej-Jnoubiyeh,26214,24.2585034013605,92.0,0.0
Tourzaiya,26215,24.047619047619,92.0,0.0
Ferhet,26217,24.1666666666667,92.0,0.0
Michmich Jbayl,26218,23.8020050125313,92.0,0.0
Aalita,26219,24.981777387965,92.0,0.0
Souanet Jbayl,26220,24.129439281633,92.0,0.0
Aain Ed-Delbeh Jbayl,26221,24.3215655287851,92.0,0.0
Frat,26223,24.2857142857143,83.0,0.0
Kfar Baal,26224,24.0,92.0,0.0
Hjoula,26226,24.0793650793651,92.0,0.0
Aain Jrain,26227,24.6666666666667,83.0,0.0158730158730159
Hsoun,26229,24.047619047619,92.0,0.0
Mchaneh,26231,24.0,83.0,0.0
Lehfed,26233,23.8730158730159,92.0,0.0
Habil,26234,24.2338376666879,92.0,0.0
Jouret El-Qattine,26236,24.0947487695472,92.0,0.0
Birket Hjoula,26237,24.3968253968254,92.0,0.0
Adonis Jbayl,26239,24.1587301587302,83.0,0.0634920634920635
Ras Osta,26241,24.1746031746032,92.0,0.0
Bichtlida,26243,24.4444444444444,92.0,0.0
Bchille Jbayl,26244,24.984126984127,92.0,0.0
Zibdine Jbayl,26246,24.9761904761905,92.0,0.0
Haqel,26247,24.2857142857143,92.0,0.0
Kharbet Jbayl,26249,24.3333333333333,82.0,0.0
Qottara Jbayl,26251,24.015873015873,82.0,0.0
Brayj Jbayl,26253,24.8251180898242,92.0,0.0
Sebrine,26254,24.7857142857143,92.0,0.0
Aabaydat,26256,24.7619047619048,92.0,0.0
Mayfouq,26257,24.0357142857143,82.0,0.0
Behdaydat,26259,24.452380952381,92.0,0.0
Ramout,26261,24.862813462979,92.0,0.0
Saqiet El-Khayt,26263,24.8077384835133,92.0,0.0
Kfar Qouas,26264,24.8660011188315,92.0,0.0
Fatre,26266,24.7904761904762,83.0,0.0
Kfoun,26267,24.8333333333333,92.0,0.0
Bintaael,26269,24.847619047619,92.0,0.0
Beit Habbaq,26271,24.7781190026227,92.0,0.0
Kafr,26273,24.8571428571429,92.0,0.0
Jlisseh,26274,24.903168836658,92.0,0.0
Bejjeh,26276,24.9126984126984,82.0,0.0
Ghalboun,26277,24.8852270226291,92.0,0.0
Chamate,26279,24.862870443408,92.0,0.0
Hbaline,26281,25.1190476190476,92.0,0.0
Bmehrayn,26283,25.1666666666667,92.0,0.0
Hboub,26284,25.4920634920635,92.0,0.0
Hsarat,26286,25.031746031746,92.0,0.0
Kfar Mashoun,26287,25.6031746031746,92.0,0.0
Aain Kfaa,26289,24.968253968254,82.0,0.0
Ghofrine,26291,25.9285714285714,92.0,0.0
Maad,26293,25.1619047619048,82.0,0.0
Gharzouz,26294,25.7936507936508,92.0,0.0
Chikhane,26295,27.0833333333333,92.0,0.0
Chmout,26296,26.1336261125497,92.0,0.0
Bekhaaz,26297,26.0238095238095,92.0,0.0
Fghal,26298,26.4047619047619,82.0,0.0
Bayzoun,26299,24.1428571428571,92.0,0.0
Qartaba,26311,24.5396825396825,92.0,0.00793650793650794
Mar Sarkis,26314,25.3809523809524,92.0,0.0
Aain El-Ghouaybeh,26317,25.3989758996089,92.0,0.0548318184315871
Mazraat Es Siyad,26321,25.2207792207792,92.0,0.0
Hdeine,26324,25.5176516394865,92.0,0.0516255420255161
Janneh,26327,24.4481075600353,92.0,0.0746027424210612
Lassa,26331,24.7359307359307,83.0,0.0173160173160173
Seraaiita,26334,25.4285714285714,92.0,0.0634920634920635
Ghabat,26337,25.4839879816804,92.0,0.00957563233277846
Mghayreh Jbeil,26341,25.1587301587302,92.0,0.0
Tadmor,26344,25.3809523809524,92.0,0.0
Yanouh Jbayl,26347,25.5714285714286,92.0,0.0238095238095238
Qorqraiya,26351,24.3619047619048,83.0,0.019047619047619
Boulhos,26354,24.2380952380952,92.0,0.0
Majdel El-Aqoura,26357,25.6169772256729,83.0,0.0020703933747412
Laqlouq,26361,25.3809523809524,92.0,0.0
Afqa Jbayl,26364,25.2321428571429,83.0,0.0
Qahmez,26367,24.2549019607843,83.0,0.0
Aaqoura,26371,24.6689655172414,61.5,0.0
Aarab El-Lahib,26374,24.9678407610726,82.0,0.0
Saqi Richmaya,26377,23.9761904761905,92.0,0.0
Jaj,26381,24.4126984126984,92.0,0.0
Tartij,26384,24.9439775910364,82.0,0.0
Hema Mar Maroun Aannaya,26388,24.9900092125311,92.0,0.0
Hema Er-Rehban,26390,25.3725683709354,92.0,0.0
Aarasta,26392,25.9789417085591,92.0,0.0716217660194131
Trablous Ez-Zeitoun,31111,31.3873015873016,31.5,0.876190476190476
"Trablous El-Haddadine, El-Hadid, El-Mharta",31116,33.2437576729146,1.0,0.712587096259028
Trablous Et-Tell,31121,33.2273511885084,1.0,0.783728386576609
Trablous En-Nouri,31126,33.1209533781527,1.0,0.80309498879515
Trablous El Mhatra,31131,32.816120694942,1.0,0.817746763889575
Trablous Er-Remmaneh,31136,32.9047619047619,1.0,0.857142857142857
Trablous Es-Souayqa,31141,32.7306944170868,1.0,0.779779529287233
Trablous El Hadid,31146,32.9047619047619,1.0,0.857142857142857
Trablous El-Qobbe,31151,32.1909594132832,1.0,0.789913462008042
Trablous Ez-Zahrieh,31156,32.9085855946649,1.0,0.856186934667096
Trablous et Tabbaneh,31161,32.9156702272767,1.0,0.894643063780506
Trablous jardins,31166,33.5515873015873,31.666667,0.76984126984127
Mina N:1,31171,33.7290291162796,1.0,0.354217283970864
Mina N:2,31176,34.0549923277278,1.0,0.276532325182642
Mina N:3,31181,34.1372164816819,1.0,0.251564167264801
Mina Jardin,31186,33.0952380952381,1.0,0.416666666666667
Qalamoun,31221,32.3928571428571,21.0,0.130952380952381
Amioun,32111,27.0582010582011,41.0,0.0396825396825397
Kfar Aaqqa,32113,27.1972789115646,41.0,0.142857142857143
Kfar Saroun El-Koura,32115,26.9829916618503,41.0,0.132568592327892
Bechmizzine,32117,27.3511904761905,41.0,0.0178571428571429
Bterram,32119,27.6428571428571,41.0,0.0833333333333333
Bziza,32121,26.6587301587302,44.0,0.0714285714285714
Kfar Hazir,32123,28.9391534391534,56.5,0.0
Bsarma,32125,27.952380952381,36.0,0.333333333333333
Aafsdiq,32127,27.6825396825397,41.0,0.0
Dar Chmizzine,32129,27.5952380952381,41.0,0.0
Dar Baaechtar,32131,27.0238095238095,41.0,0.0238095238095238
Bhabbouch El-Koura,32133,26.0238095238095,30.0,0.0952380952380952
Ain Aakrine,32135,26.072018846708,41.0,0.0290198477121784
Kousba,32137,26.347619047619,36.0,0.166666666666667
Rechdibbine,32139,25.9285714285714,30.333333,0.0634920634920635
Bnehran,32141,25.952380952381,30.0,0.0158730158730159
Aaba,32143,28.1428571428571,41.0,0.142857142857143
Bdebba,32145,27.7175808289131,41.0,0.0451560982088463
Fiaa,32147,28.7619047619048,41.0,0.0
Majdel el-Koura,32149,26.8201058201058,56.5,0.00529100529100529
Kaftoun,32151,26.9523809523809,56.5,0.0
Btaaboura,32153,27.3095238095238,41.0,0.0357142857142857
Kfar Hata El-Koura,32155,26.9259259259259,56.5,0.0
Ijdaabrine,32157,25.8888888888889,56.5,0.0
Batroumine,32159,27.5952380952381,41.0,0.0
Badbhoun,32161,30.1507936507936,56.5,0.0158730158730159
Barghoun,32163,30.2142857142857,56.5,0.0
Bednayel El-Koura,32165,28.1904761904762,41.0,0.0
Kfar Kahel,32167,28.2222222222222,36.0,0.492063492063492
Btouratij,32169,28.3214285714286,41.0,0.357142857142857
Qalhat,32171,30.1224489795918,41.0,0.0
Deir El-Balamand,32173,30.4761904761905,21.0,0.0158730158730159
Zakroun,32175,31.6666666666667,41.0,0.0238095238095238
Kafraya El-Koura,32177,27.8095238095238,56.5,0.0
Deddeh,32179,30.4179894179894,21.0,0.0476190476190476
Enfeh,32181,33.3095238095238,56.5,0.0476190476190476
Hraiche,32183,31.9931972789116,21.0,0.0816326530612245
Ras Masqa,32185,31.7714285714286,21.0,0.414285714285714
Barsa,32187,28.9142857142857,41.0,0.247619047619048
Bkeftine,32189,29.8285714285714,24.333333,0.866666666666667
Nakhleh,32191,27.8190476190476,41.0,0.171428571428571
Bqaiaa El-Koura,32193,28.8662813966566,36.0,0.691898592494547
Zgharta El-Mtaouile,32195,25.7380952380952,44.0,0.0
Zgharta,33111,29.0666666666667,31.0,1.68571428571429
Aardat,33113,28.7301587301587,16.0,1.3968253968254
Kfardlaqous,33115,28.797619047619,31.0,2.17857142857143
Rachaaine,33117,27.0,42.0,2.57142857142857
Qarah Bach,33119,29.1643253627026,31.0,1.80979447533035
Kfarhata Zgharta,33121,29.0793650793651,31.0,1.95238095238095
Arde,33123,26.5132275132275,31.0,1.87830687830688
Asnoun,33125,29.1708119505709,31.0,1.61840578657628
Mazraat Ajbeaa,33127,29.5233622412836,31.0,1.35255464302969
Mejdlaiya Zgharta,33129,29.5604395604396,28.333333,1.08791208791209
Hariq Zgharta,33131,28.1587301587302,42.0,1.95238095238095
Aalma,33133,27.0238095238095,31.0,1.12857142857143
Mazraat Jnaid,33135,29.0445637461367,31.0,1.63820711004115
Deir Jdeide,33137,28.4126984126984,31.0,1.57142857142857
Khaldiyeh,33139,28.3029400802182,31.0,1.8241497838014
Iaal,33141,27.4666666666667,31.0,1.63809523809524
Kfarhoura,33143,29.2857142857143,24.333333,1.04761904761905
Kfarzaina,33145,28.9642857142857,31.0,1.23809523809524
Kfarchakhna,33147,28.3452380952381,36.0,0.738095238095238
Bsebaal,33149,28.2392432613416,31.0,0.84357397496465
Sakhra,33151,26.8212428344948,42.0,1.46197578481073
Houakir,33152,26.3784137536577,42.0,1.14062330097766
Kfaryachit,33153,27.9404761904762,31.0,1.1547619047619
Morh Kfarsghab,33155,26.5833333333333,31.0,0.976190476190476
Bchannine,33157,28.0,36.0,0.619047619047619
Bnechaai,33159,26.352380952381,31.0,0.647619047619048
Aarjis,33161,27.1111111111111,31.0,0.698412698412698
Daraiya Zgharta,33163,27.3333333333333,36.0,0.535714285714286
Kfarfou,33165,26.1428571428571,31.0,0.476190476190476
Ras Kifa,33167,26.2190476190476,36.0,0.39047619047619
Karm Saddeh,33169,26.015873015873,30.333333,0.137566137566138
Tallet Zgharta,33171,29.768167198174,31.0,1.28571428571429
Ehden,33211,25.6975546975547,34.333333,0.0
Beslouqit,33215,25.1111111111111,31.0,0.0
Aintourine,33219,26.3388399976512,31.0,0.00466599793588316
Kfarsghab,33223,25.8730158730159,25.0,0.0
Aarbet Qozhaiya,33227,26.2761904761905,25.0,0.0380952380952381
Toula Zgharta,33231,25.1836734693878,42.0,0.0272108843537415
Mazraat Et-Teffah,33235,25.7857142857143,31.0,0.0714285714285714
Bhairet Toula,33239,25.4418832751316,42.0,0.0036975876135447
Ayto,33243,26.1212121212121,31.0,0.0735930735930736
Miziara,33251,26.156462585034,42.0,0.27891156462585
Seraal,33255,25.9904761904762,25.0,0.142857142857143
Sebaal Zgharta,33259,26.1904761904762,31.0,0.25
Danha,33263,26.0357142857143,42.0,2.5
Aachach,33267,25.2142857142857,42.0,2.1031746031746
Miriata,33271,25.4761904761905,31.0,1.45238095238095
Hailan,33275,24.3333333333333,42.0,1.74603174603175
Boussit,33279,25.7551020408163,42.0,0.333333333333333
Mzraat Kefraya,33283,24.9047619047619,42.0,1.67857142857143
Hraiqis,33287,25.4761904761905,42.0,0.857142857142857
Ijbaa,33291,26.047619047619,31.0,0.0
Litige,34001,26.2649091225779,56.5,0.0342121053777171
Litige,34002,24.8571428571429,72.0,0.0
Batroun,34111,27.968253968254,72.0,0.0
Rachana,34122,27.0238095238095,82.0,0.0
Thoum,34133,27.3571428571429,82.0,0.0
Kfar Aabida,34144,27.6785714285714,72.0,0.0119047619047619
Koubba,34155,28.4285714285714,72.0,0.0
Selaata,34166,29.1475793499904,72.0,0.0
Heri,34177,29.3174603174603,56.5,0.0634920634920635
Chikka,34188,31.6613756613757,56.5,0.0582010582010582
Dahr Abi Yaghi,34211,24.6989696070086,82.0,0.0
Toula El-Batroun,34212,24.6031746031746,82.0,0.0
Masrah,34214,24.6904761904762,82.0,0.0
Daraya El-Batroun,34215,24.7254714447247,72.0,0.0
AAbdelli,34217,24.8333333333333,72.0,0.0
Douq,34218,24.5238095238095,72.0,0.0
Jrabta El-Batroun,34219,25.1587301587302,82.0,0.0
Chibtine,34221,24.6560846560847,72.0,0.0
Deir Kfifane,34223,25.2857142857143,72.0,0.0
Sghar,34224,25.1587301587302,82.0,0.0
Mar Mama,34226,24.4003879429357,82.0,0.0
Deir Mar Youssef Jrabta,34227,25.2236963981124,72.0,0.0
Mrah Ez Ziyat,34229,25.1607693476663,72.0,0.0
Ghouma,34231,25.7301587301587,82.0,0.0
Kfifane,34233,25.3333333333333,72.0,0.0
Jrane El-Batroun,34234,24.9285714285714,72.0,0.0
Mehmarch,34236,24.1428571428571,82.0,0.0
Aalali,34237,24.3492063492063,72.0,0.0
Smar Jbayl,34239,26.2261904761905,72.0,0.0
Kfar Hatna,34241,24.6904761904762,72.0,0.0
Zaneh,34243,24.5238095238095,72.0,0.0
Ftahat El-Batroun,34244,24.7220544766115,72.0,0.0
Kour,34246,25.7047619047619,72.0,0.0
Racha,34247,24.1746031746032,82.0,0.0
Basbina,34249,26.0571428571429,72.0,0.0
Aartiz,34251,24.763123573901,72.0,0.0
Harbouna,34253,25.0696657624075,72.0,0.0
Mrah El-Hajj,34254,24.8733354818138,72.0,0.0
Mrah Chdid,34256,26.4047619047619,72.0,0.0
Kfarb Shlaimane,34257,25.5,72.0,0.0
Edde El-Batroun,34259,26.352380952381,72.0,0.0
Sourat El-Batroun,34261,25.2190476190476,72.0,0.0
Assia,34263,24.7912087912088,72.0,0.0
Bijdarfil,34264,25.552380952381,72.0,0.0
Ijdabra,34266,26.3095238095238,72.0,0.0
Helta,34267,26.0952380952381,72.0,0.0
Aabrine,34269,26.25,72.0,0.0
Kfar Hay,34271,25.7891156462585,56.5,0.0
Nahleh El-Batroun,34273,24.5597752223921,72.0,0.0
Jebla,34274,26.2857142857143,56.5,0.0
Rachkida,34276,25.9904761904762,56.5,0.0
Boqsmaiya,34277,26.2539682539683,56.5,0.0158730158730159
Daael,34279,25.9206349206349,56.5,0.0
Kfar Khollos,34281,27.4285714285714,72.0,0.0
Qatnaaoun,34283,27.0952380952381,72.0,0.0
Ras Nahhach,34284,26.6190476190476,56.5,0.0
Ouajh El-Hajjar,34286,29.25,72.0,0.0
Hamat,34287,28.9183673469388,56.5,0.0
Douma,34311,25.3779761904762,82.0,0.0
Bcheaali,34316,24.984126984127,82.0,0.0
Beit Chlala,34321,25.3809523809524,72.0,0.0
