ADM3_NAME,CODE_NEW,composite_score,coping1_pred,coping2_pred,coping3_pred,coping4_pred,coping5_pred,coping6_pred,coping7_pred,coping8_pred,coping9_pred,coping10_pred,coping11_pred,coping12_pred,coping97_pred,coping98_pred,coping99_pred,coping14_pred,CODE_min,CODE_max,ADM1_NAME_max,MOHAFAZA_1_max,ADM2_NAME_max
Berqayel,101029,0.0557456326359312,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","07",North,7,Minie-Danniye
Bqerzla,101033,0.0601361085916215,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Bqerzla,101033,0.0601361085916215,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Houaich,101072,0.0537344535169467,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
RahbT,101135,0.0537622332913426,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Ilat,101075,0.0283511609367419,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Berqayel,101029,0.0557456326359312,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","07",North,7,Minie-Danniye
Bzal,101035,0.0560171021535084,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"01","07",North,7,Minie-Danniye
Dinbou,101053,0.0579522534667535,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Qraiyat,101133,0.0539519665875088,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Khreibet Aakkar,101090,0.0572746266725304,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,"01","07",North,7,Minie-Danniye
Houaich,101072,0.0537344535169467,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Bqerzla,101033,0.0601361085916215,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
RahbT,101135,0.0537622332913426,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Qornet Aakkar,101131,0.0543108113304463,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Bebnine,101022,0.13210338357866,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Berqayel,101029,0.0557456326359312,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Berqayel,101029,0.0557456326359312,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Fnaydeq,101055,0.0577479609118778,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"01","02",Baalbek-Hermel,2,Hermel
RahbT,101135,0.0537622332913426,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Mazareaa Jabal Akroum,101105,0.151579395672814,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"01","02",Baalbek-Hermel,2,Hermel
Mar Touma,101102,0.0703578068472457,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Aakkar El-Aatiqa,101007,0.0596582526809506,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Jebrayel,101079,0.0414061211740819,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Aamaret Aakkar,101008,0.03816288055419,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Bebnine,101022,0.13210338357866,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Bezbina,101030,0.0534931715466993,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Khirbet Er Remmane,101089,0.0538244152460102,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,"01","01",Akkar,1,Akkar
Mounjez,101113,0.0646363418816208,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Mounjez,101113,0.0646363418816208,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Mounjez,101113,0.0646363418816208,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Khirbet Er Remmane,101089,0.0538244152460102,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,"01","01",Akkar,1,Akkar
Biret Aakkar,101031,0.0567920388823118,true,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,"01","01",Akkar,1,Akkar
Mounjez,101113,0.0646363418816208,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Mounjez,101113,0.0646363418816208,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Mounjez,101113,0.0646363418816208,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Mounjez,101113,0.0646363418816208,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Biret Aakkar,101031,0.0567920388823118,true,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,"01","01",Akkar,1,Akkar
Aain Ez-Zeit,101003,0.0291413914837841,true,false,false,false,true,false,false,true,false,false,false,false,false,false,true,true,"01","01",Akkar,1,Akkar
Machta Hammoud,101099,0.053846622620548,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Fraydes Aakkar,101056,0.0616149867301655,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Aamriyet Aakkar,101011,0.0537247459849517,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Aain Ez-Zeit,101003,0.0291413914837841,true,false,false,false,true,false,false,true,false,false,false,false,false,false,true,true,"01","01",Akkar,1,Akkar
Kouachra,101095,0.057310397326789,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,"01","01",Akkar,1,Akkar
Fraydes Aakkar,101056,0.0616149867301655,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Machta Hammoud,101099,0.053846622620548,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Aain Tinta,101004,0.0289427718570516,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,"01","01",Akkar,1,Akkar
Mounjez,101113,0.0646363418816208,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Douair AadouiyT,101054,0.0284900606359323,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,true,"01","01",Akkar,1,Akkar
Aain Ez-Zeit,101003,0.0291413914837841,true,false,false,false,true,false,false,true,false,false,false,false,false,false,true,true,"01","01",Akkar,1,Akkar
Dayret Nahr El-Kabir,101049,0.0782298082185508,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Aamaret El-Baykat,101009,0.0568944891304884,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Sfinet Ed-Draib,101147,0.0289942463860952,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Aain Tinta,101004,0.0289427718570516,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,"01","01",Akkar,1,Akkar
Kouachra,101095,0.057310397326789,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,"01","01",Akkar,1,Akkar
Msalla,101115,0.0283149046790707,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
AarmT,101014,0.0544515710235602,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Aamaret El-Baykat,101009,0.0568944891304884,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Qachlaq,101123,0.111883556593951,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Qachlaq,101123,0.111883556593951,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Tleil,101159,0.0538092449225151,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Aamaret El-Baykat,101009,0.0568944891304884,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Qachlaq,101123,0.111883556593951,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Srar,101150,0.0537917242022382,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Hokr Etti,101070,0.0542625553280254,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Charbila,101038,0.0292517659175171,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
GhazaylT,101057,0.054178115232081,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Charbila,101038,0.0292517659175171,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Qachlaq,101123,0.111883556593951,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Darine,101048,0.0540167847867279,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
AarmT,101014,0.0544515710235602,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Cheikhlar,101043,0.056422434620956,true,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,"01","01",Akkar,1,Akkar
Mazareaa Jabal Akroum,101105,0.151579395672814,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Cheikhlar,101043,0.056422434620956,true,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,"01","01",Akkar,1,Akkar
Dayret Nahr El-Kabir,101049,0.0782298082185508,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,"01","01",Akkar,1,Akkar
Hnaider,101068,0.120475157742226,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,"01","01",Akkar,1,Akkar
Qarha Aakkar,101126,0.0537116189471696,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,"01","01",Akkar,1,Akkar
Hnaider,101068,0.120475157742226,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,"01","01",Akkar,1,Akkar
Hnaider,101068,0.120475157742226,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,"01","02",Baalbek-Hermel,2,Hermel
Qarha Aakkar,101126,0.0537116189471696,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,"01","01",Akkar,1,Akkar
BcharrT,702004,0.0696575510944672,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"02","07",North,7,Bcharre
Hermel Jbab,202004,0.0657527088650621,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"02","07",North,7,Zgharta
Aarbet Qozhaiya,706003,0.0550411120760484,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Zgharta
Tourza,702024,0.0551181277203431,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
Moghr El-Ahoual,702020,0.05447307636743,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
Aarbet Qozhaiya,706003,0.0550411120760484,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Zgharta
Tourza,702024,0.0551181277203431,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
Qnayouer,702023,0.0792539489494011,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
Qnat,702022,0.0790559425444382,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
Tourza,702024,0.0551181277203431,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
Aarbet Qozhaiya,706003,0.0550411120760484,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Zgharta
Berhalioun,702006,0.0793334855764654,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
Ehden,706019,0.0700049231963766,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Zgharta
Aarbet Qozhaiya,706003,0.0550411120760484,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Zgharta
Karm SaddT,706026,0.0545523533417689,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Zgharta
Haqath Ej-JebbT,702014,0.0699217926685914,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
Ouadi Qannoubine,702021,0.0559681650889474,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
Bhabbouch El-Koura,703012,0.0469676451413977,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Koura
Hadchit,702013,0.0564739449762949,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
BcharrT,702004,0.0696575510944672,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
Hadchit,702013,0.0564739449762949,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
BcharrT,702004,0.0696575510944672,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
Tourza,702024,0.0551181277203431,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
BcharrT,702004,0.0696575510944672,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Bcharre
Btermaz,704017,0.0563596146337317,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Mrebbine,704042,0.0534888807200904,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Minie-Danniye
Karm El-Mohr,704030,0.0541326895648301,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Aaymar,704004,0.0292924386279004,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Aaymar,704004,0.0292924386279004,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Bqaa Sefrine,704015,0.0734541884643191,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Deir Aammar,704019,0.247834903312715,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Zgharta
Borj El-YahoudiyT,704014,0.102875012974374,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Zgharta
Minie,704039,0.0647799792185248,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Zgharta
Minie,704039,0.0647799792185248,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Zgharta
Zouq Bhannine,704057,0.0890728008680468,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Bebnine,101022,0.13210338357866,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","07",North,7,Minie-Danniye
Mhammaret,101109,0.0873938500834357,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","07",North,7,Minie-Danniye
QattinT-MiniyT,704047,0.0796840416528146,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Bakhaaoun,704006,0.0582601911888838,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Izal,704026,0.0543538101384228,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Tarane,704054,0.0547320296781713,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Hermel Jbab,202004,0.0657527088650621,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"02","07",North,7,Minie-Danniye
Sir Ed-DanniyT,704053,0.0702453713815588,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Mrah Es-Sfire,704040,0.0683831873646424,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Btermaz,704017,0.0563596146337317,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Mrebbine,704042,0.0534888807200904,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"07","07",North,7,Minie-Danniye
Bakhaaoun,704006,0.0582601911888838,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
SfirT,704052,0.055073316148653,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Tarane,704054,0.0547320296781713,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
SfirT,704052,0.055073316148653,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Bakhaaoun,704006,0.0582601911888838,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Btermaz,704017,0.0563596146337317,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
SfirT,704052,0.055073316148653,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Bakhaaoun,704006,0.0582601911888838,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Bzal,101035,0.0560171021535084,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"01","07",North,7,Minie-Danniye
Michmich Aakkar,101110,0.0392967649798352,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"01","07",North,7,Minie-Danniye
Aazqai,704005,0.0706862462816024,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Izal,704026,0.0543538101384228,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Bakhaaoun,704006,0.0582601911888838,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Bakhaaoun,704006,0.0582601911888838,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Tarane,704054,0.0547320296781713,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Debaael,704018,0.039456670251195,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Qabaait,101122,0.0534704674993047,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"01","07",North,7,Minie-Danniye
Debaael,704018,0.039456670251195,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Qarne,704045,0.0392286942755332,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Bqaa Sefrine,704015,0.0734541884643191,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Zgharta
Qabaait,101122,0.0534704674993047,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"01","07",North,7,Minie-Danniye
Raouda-Aadoua,704050,0.0573211943871033,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"01","07",North,7,Minie-Danniye
Qabaait,101122,0.0534704674993047,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"01","07",North,7,Minie-Danniye
Aazqai,704005,0.0706862462816024,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Hailan,706020,0.0749208785606623,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Zgharta
Karm El-Mohr,704030,0.0541326895648301,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Deir Nbouh,704020,0.0300347886470772,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Aaymar,704004,0.0292924386279004,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Zgharta
Bechehhara,704007,0.0539757066365035,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Bechehhara,704007,0.0539757066365035,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Rachaaine,706045,0.043693621424611,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Zgharta
Deir Nbouh,704020,0.0300347886470772,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Zgharta
Zouq Bhannine,704057,0.0890728008680468,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Zgharta
Zouq Bhannine,704057,0.0890728008680468,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"01","07",North,7,Minie-Danniye
Michmich Aakkar,101110,0.0392967649798352,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"01","07",North,7,Minie-Danniye
Michaa MrajhinT,202006,0.0532115589164627,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"02","07",North,7,Minie-Danniye
Merkebta,704037,0.0438189089128568,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"07","07",North,7,Zgharta
Deir Nbouh,704020,0.0300347886470772,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Aazqai,704005,0.0706862462816024,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"07","07",North,7,Minie-Danniye
Jayroun,704028,0.0398667035951089,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,"07","07",North,7,Minie-Danniye
Ouadi Ed-Delm,403035,0.0830928708341772,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"04","04",Bekaa,4,Zahle
ZahlT Aradi,403050,0.194262322280482,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,"04","04",Bekaa,4,Zahle
ZahlT Maallaqa Aradi,403059,0.187394731071012,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
ZahlT El-Midane,403053,0.173346071256345,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,"04","04",Bekaa,4,Zahle
ZahlT Aradi,403050,0.194262322280482,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,"04","04",Bekaa,4,Zahle
ZahlT Aradi,403050,0.194262322280482,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,"04","04",Bekaa,4,Zahle
ZahlT Maallaqa Aradi,403059,0.187394731071012,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
ZahlT El-Berbara,403051,0.163644212425906,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
Fourzol,403012,0.121259182887942,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
ZahlT Maallaqa Aradi,403059,0.187394731071012,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
ZahlT Aradi,403050,0.194262322280482,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,"04","04",Bekaa,4,Zahle
ZahlT Maallaqa Aradi,403059,0.187394731071012,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
Hazerta,403019,0.150802054557444,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
ZahlT Aradi,403050,0.194262322280482,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,"04","04",Bekaa,4,Zahle
Niha ZahlT,403034,0.114977330355835,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
Mtain,506079,0.124288673741366,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"04","05",Mount Lebanon,5,Zahle
Niha ZahlT,403034,0.114977330355835,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"02","04",Bekaa,4,Zahle
Mtain,506079,0.124288673741366,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"04","05",Mount Lebanon,5,Zahle
Niha ZahlT,403034,0.114977330355835,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
Bednayel Baalbak,201014,0.110398752100159,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"02","05",Mount Lebanon,5,Zahle
Temnine El-Faouqa,201089,0.0770372923270493,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,"02","04",Bekaa,4,Zahle
ZahlT Haouch El-Oumara Aradi,403057,0.087818493457468,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"04","04",Bekaa,4,Zahle
Touaite ZahlT,403048,0.102895935850294,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
Qaa Er-Rim,403037,0.075374148957489,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
Touaite ZahlT,403048,0.102895935850294,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
Jdita,403021,0.0684402807898025,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
Jdita,403021,0.0684402807898025,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
ZahlT Aradi,403050,0.194262322280482,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,"04","04",Bekaa,4,Zahle
Touaite ZahlT,403048,0.102895935850294,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
ZahlT Haouch El-Oumara Aradi,403057,0.087818493457468,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"04","04",Bekaa,4,Zahle
ZahlT Aradi,403050,0.194262322280482,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,"04","04",Bekaa,4,Zahle
MaksT,403025,0.178290234372158,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
MaksT,403025,0.178290234372158,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"04","04",Bekaa,4,Zahle
