ADM3_NAME,CODE_NEW,composite_score,coping1_pred,coping2_pred,coping3_pred,coping4_pred,coping5_pred,coping6_pred,coping7_pred,coping8_pred,coping9_pred,coping10_pred,coping11_pred,coping12_pred,coping97_pred,coping98_pred,coping99_pred,coping14_pred,CODE_min,CODE_max,ADM1_NAME_max,MOHAFAZA_1_max,ADM2_NAME_max
Baadarane,503010,0.0679112424934705,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,"04","05",Mount Lebanon,5,Chouf
Aammatour,503006,0.0497664866142643,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,"05","08",South,8,Jezzine
Fraudis Ech-Chouf,503046,0.0701106714355725,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,"04","05",Mount Lebanon,5,Chouf
Mazraat Ech-Chouf,503079,0.0608855801796964,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,"05","05",Mount Lebanon,5,Chouf
Btater,501034,0.0438928352660533,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Rouayssat En-Naamane,501069,0.0442821774808791,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Btater,501034,0.0438928352660533,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
litige,501083,0.126883726836679,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Aley
RamliT,501065,0.0835477417696794,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Mazraat En-Nahr Aaley,501059,0.0442874012121086,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Chouf
Bou ZridT,501030,0.0575211282987235,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Rimhala,501068,0.0610186654591098,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Jisr El Qadi,501051,0.0499528690306513,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Chouf
Hadath Beyrouth,502024,0.212042393887532,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Baabda
Choueifat El-Oumara,501040,0.13738351372217,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Chouf
Tahouitat El Ghadir,502055,0.0909165819945666,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Baabda
Choueifat El-Oumara,501040,0.13738351372217,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Choueifat El-QuoubbT,501041,0.141955069033856,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Chouf
Aaramoun Aaley,501012,0.0511908703149561,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Bchamoun,501018,0.0665114050061275,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,"05","05",Mount Lebanon,5,Aley
Damour,503035,0.162680953510458,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Chouf
Choueifat El-QuoubbT,501041,0.141955069033856,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Daqqoun,501042,0.0488835655590409,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Choueifat El-Oumara,501040,0.13738351372217,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Baabda
Ouadi Chahrour Es-Soufla,502043,0.0929988973814555,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Baabda
Ouadi Chahrour Es-Soufla,502043,0.0929988973814555,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Baabda
Ouadi Chahrour El Aaoulia,502042,0.0505388449193157,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Baabda
KahhalT,501052,0.0642275915773958,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,"05","05",Mount Lebanon,5,Baabda
AabadiyT,502001,0.130800822505495,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Baabda
Aaraiya,502003,0.0760921585480241,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Baabda
Aaley,501010,0.106060131237263,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,"05","05",Mount Lebanon,5,Aley
Aaley,501010,0.106060131237263,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,"05","05",Mount Lebanon,5,Aley
Bdadoun,501019,0.061186978553179,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,"05","05",Mount Lebanon,5,Aley
Aaley,501010,0.106060131237263,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,"05","05",Mount Lebanon,5,Aley
Souq El-Gharb,501073,0.0629785501060764,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Aley
AabadiyT,502001,0.130800822505495,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Baabda
Aaley,501010,0.106060131237263,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,"05","05",Mount Lebanon,5,Aley
Houmal,501049,0.065684731311842,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,"05","05",Mount Lebanon,5,Aley
Aaley,501010,0.106060131237263,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,"05","05",Mount Lebanon,5,Aley
Btalloun,501033,0.0448319816959969,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Bkhichtay,501026,0.0457362573437484,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Aaytat,501014,0.0671381259331161,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Aain Aanoub,501002,0.0670736283659426,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Ghaboune,501046,0.0562466534757816,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Ghaboune,501046,0.0562466534757816,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Chartoun,501037,0.0448455879383284,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Btater,501034,0.0438928352660533,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Bayssour Aaley,501017,0.0539044290281569,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Bchamoun,501018,0.0665114050061275,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,"05","05",Mount Lebanon,5,Aley
Bayssour Aaley,501017,0.0539044290281569,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Chartoun,501037,0.0448455879383284,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Bayssour Aaley,501017,0.0539044290281569,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Majdel El-Meouch,503076,0.074783697597961,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Chouf
Kneisset Ech-Chouf,503071,0.0438127975923777,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Chouf
litige,503108,0.126883726836679,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Chouf
Aaramoun Aaley,501012,0.0511908703149561,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Bayssour Aaley,501017,0.0539044290281569,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Jisr El Qadi,501051,0.0499528690306513,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Aaley Bsatine,501011,0.0459559393891695,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Jisr El Qadi,501051,0.0499528690306513,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Chouf
Daqqoun,501042,0.0488835655590409,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Damour,503035,0.162680953510458,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Chouf
Haret HamzT,502027,0.0810143106553924,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Baabda
Baalchmay,502007,0.0616202234914468,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Baabda
Bhamdoun El-Mhatta,501024,0.0804947429228844,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Bhamdoun Ed-Dayaa,501023,0.0731590297092055,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Bhamdoun El-Mhatta,501024,0.0804947429228844,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
ChbaniyT,502015,0.0847161240878833,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Baabda
Majdel Baana,501057,0.068200698596522,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Saoufar,501070,0.0747706848536927,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Aley
Majdel Baana,501057,0.068200698596522,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Btalloun,501033,0.0448319816959969,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Bmahray,501028,0.069379059646987,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Aley
Hammana,502025,0.087608115789221,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Baabda
Bhamdoun Ed-Dayaa,501023,0.0731590297092055,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Aain Dara,501003,0.0875561307688812,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Chouf
Hammana,502025,0.087608115789221,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Aley
Charoun,501036,0.0733929253789665,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Aley
Btater,501034,0.0438928352660533,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
McherfT,501061,0.0830217187510961,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Charoun,501036,0.0733929253789665,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Chouf
Bserrine,501031,0.0300218389687153,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Chouf
McherfT,501061,0.0830217187510961,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Aley
Hammana,502025,0.087608115789221,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"04","05",Mount Lebanon,5,Zahle
litige,503109,0.126883726836679,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"05","05",Mount Lebanon,5,Chouf
Aain Dara,501003,0.0875561307688812,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"04","05",Mount Lebanon,5,Zahle
Majdel El-Aqoura,504071,0.0553052921393939,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Mchaa El Ftouh,505060,0.0541308796554933,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"02","05",Mount Lebanon,5,Kesrouane
Rayfoun,505071,0.0445075842328049,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
JouniT Sarba,505045,0.10922722084183,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
JouniT Sarba,505045,0.10922722084183,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Sahel Aalma,505073,0.11070573243714,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Zouk Mkayel,505079,0.0779701420566707,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Sahel Aalma,505073,0.11070573243714,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Ghazir,505029,0.0645678915053812,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Tabarja,505075,0.0635144510487186,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Tabarja,505075,0.0635144510487186,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Tabarja,505075,0.0635144510487186,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Tabarja,505075,0.0635144510487186,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Tabarja,505075,0.0635144510487186,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Nammoura Kesrouane,505066,0.0643051155337004,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Bqaq Ed-Dine,505018,0.0356185058424085,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Kharayeb Nahr Ibrahim,505054,0.0592798364192409,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Halate,504043,0.0508278150519597,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Daraaoun,505023,0.0770256245565593,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Aajaltoun,505004,0.0505249429460911,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Daraaoun,505023,0.0770256245565593,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Qleiaat Kesrouane,505069,0.0507391478811541,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Daraaoun,505023,0.0770256245565593,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Aain Er-Rihane,505003,0.0465063118850258,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Daraaoun,505023,0.0770256245565593,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Aintoura Kesrouane,505009,0.0649646261553798,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Adma Oua Dafine,505008,0.0713601997152698,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Adma Oua Dafine,505008,0.0713601997152698,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Ghazir,505029,0.0645678915053812,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Harharaya,505035,0.0552856072018535,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Chnanaair,505021,0.0553353244208222,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Dlebta,505026,0.0471782249322486,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Raachine,505070,0.0564123432687067,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Ghosta,505034,0.062220163397005,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Harharaya,505035,0.0552856072018535,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Harharaya,505035,0.0552856072018535,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Aazra ouel Aazr,505007,0.0560895805290631,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Harharaya,505035,0.0552856072018535,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Sahel Aalma,505073,0.11070573243714,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Aachqout,505001,0.0512791027376153,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Batha,505011,0.0701426834210211,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Zaitoun,505078,0.0570097854380509,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Harharaya,505035,0.0552856072018535,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
GhbalT Kesrouane,505030,0.0564216680855882,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Ghosta,505034,0.062220163397005,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,"05","05",Mount Lebanon,5,Kesrouane
Harharaya,505035,0.0552856072018535,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Hayata,505037,0.0477256317491729,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Bizhel,505014,0.0460969522992037,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Nahr Ed-Dahab,505065,0.0595472082660509,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Bizhel,505014,0.0460969522992037,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Raachine,505070,0.0564123432687067,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
MradiyT,505064,0.0569373813587534,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Yahchouch,505076,0.0641284858021241,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Yahchouch,505076,0.0641284858021241,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Bizhel,505014,0.0460969522992037,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Halate,504043,0.0508278150519597,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Yahchouch,505076,0.0641284858021241,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Aain Jrain,504004,0.0480916694068727,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Maaysra Kesrouane,505056,0.0492266155824745,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Hayata,505037,0.0477256317491729,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Aachqout,505001,0.0512791027376153,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Faytroun,505028,0.0518423234543715,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Qleiaat Kesrouane,505069,0.0507391478811541,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Raachine,505070,0.0564123432687067,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Mayrouba,505057,0.0505931766413627,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Raachine,505070,0.0564123432687067,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Hayata,505037,0.0477256317491729,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Mayrouba,505057,0.0505931766413627,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Bqaatouta,505017,0.0558030822969455,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Baskinta,506019,0.0454736395725499,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Kfar Dibiane,505049,0.059321090500301,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Raachine,505070,0.0564123432687067,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Qahmez,504082,0.0487402277821666,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Nahr Ed-Dahab,505065,0.0595472082660509,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Mayrouba,505057,0.0505931766413627,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Qahmez,504082,0.0487402277821666,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Mchaa Faraya,505061,0.062015752563507,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Frat,504037,0.0398106429323624,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,"05","05",Mount Lebanon,5,Kesrouane
litige,505084,0.126883726836679,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,"02","05",Mount Lebanon,5,Kesrouane
Mchaa El Ftouh,505060,0.0541308796554933,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Aaqoura,504010,0.0995535366373879,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"02","05",Mount Lebanon,5,Kesrouane
Michmich Jbayl,504079,0.0600527784061161,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,"05","05",Mount Lebanon,5,Jbail
Ferhet,504035,0.0382709746756195,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Lassa,504068,0.0693272300508161,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Lassa,504068,0.0693272300508161,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Aarasta,504012,0.0574494496651142,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Ghabat,504038,0.0559245472385936,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Ghabat,504038,0.0559245472385936,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Aaqoura,504010,0.0995535366373879,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Lassa,504068,0.0693272300508161,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Aamchit,504009,0.107835748931623,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Blat Jbeil,504025,0.044667886381466,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Jbayl,504056,0.0712082821661614,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Jbayl,504056,0.0712082821661614,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Aamchit,504009,0.107835748931623,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Rihanet Jbayl,504089,0.0671659061445226,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Blat Jbeil,504025,0.044667886381466,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Gharzouz,504040,0.0745060727714805,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Mounsef,504080,0.0701105771385416,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Chikhane,504030,0.0707408840728198,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
Halate,504043,0.0508278150519597,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Kesrouane
Berbara Jbayl,504021,0.0685800112379488,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,"05","05",Mount Lebanon,5,Jbail
