Nightlight Intensity (mean),ADM3_NAME_max,CODE_NEW_max,MOHAFAZA_1_max_max,ADM2_NAME_max_max
2.362568994,Yohmor En-Nabatiyeh,604048,8,Nabatiye
2.303607166,Yohmor En-Nabatiyeh,604048,6,Nabatiye
1.575636943,Yohmor En-Nabatiyeh,604048,6,Nabatiye
1.441295743,Yohmor En-Nabatiyeh,604048,6,Nabatiye
1.818272138,Yohmor En-Nabatiyeh,604048,6,Nabatiye
1.954060817,Yohmor En-Nabatiyeh,604048,6,Nabatiye
1.542816564,Yohmor En-Nabatiyeh,604048,8,Sour
1.079202667,Yohmor En-Nabatiyeh,604048,8,Sour
4.42883563,Zibdine En-Nabatiyeh,604052,6,Nabatiye
3.235836834,Zibdine En-Nabatiyeh,604052,6,Nabatiye
3.126949787,Zibdine En-Nabatiyeh,604052,6,Nabatiye
2.467074445,Zibdine En-Nabatiyeh,604052,6,Nabatiye
2.574592203,Zibdine En-Nabatiyeh,604052,8,Sour
2.581228852,Zibdine En-Nabatiyeh,604052,8,Sour
1.98705962,Zibdine En-Nabatiyeh,604052,8,Sour
10.21248495,Hamat,701031,7,Batroun
1.786355652,Helta,701034,7,Batroun
3.326629519,Helta,701034,7,Jbail
1.75387738,Helta,701034,7,Jbail
1.905027005,Helta,701034,7,Jbail
13.12342882,Heri,701035,7,Koura
6.161804756,Heri,701035,7,Koura
5.966816557,Kfar Aabida,701040,7,Batroun
6.842280865,Kfar Aabida,701040,7,Batroun
8.792665482,Kfar Aabida,701040,7,Jbail
2.739432021,Kfar Hilda,701043,7,Jbail
3.402681411,Kour,701049,7,Batroun
4.564212799,Kour,701049,7,Batroun
5.181712866,Kour,701049,7,Batroun
3.808979528,Kour,701049,7,Jbail
2.833038509,Mrah Ez Ziyat,701055,7,Jbail
2.756674449,Racha,701061,7,Jbail
1.569934328,Racha,701061,7,Jbail
3.281211272,Racha,701061,7,Jbail
2.345055421,Racha,701061,7,Jbail
1.745918453,Racha,701061,7,Jbail
2.486070474,Racha,701061,7,Jbail
5.094049215,Rachana,701062,7,Jbail
2.153909114,Rachana,701062,7,Jbail
10.01158206,Rachana,701062,7,Jbail
5.911131064,Rachkida,701063,7,Batroun
9.143188715,Rachkida,701063,7,Batroun
5.762516816,Ras Nahhach,701065,7,Batroun
4.752330303,Ras Nahhach,701065,7,Batroun
22.11478408,Ras Nahhach,701065,7,Koura
2.641582429,Sghar,701067,7,Jbail
4.983124761,Smar Jbayl,701068,7,Jbail
4.419874301,Smar Jbayl,701068,7,Jbail
3.419899225,Smar Jbayl,701068,7,Jbail
3.686774947,Smar Jbayl,701068,7,Jbail
4.113947991,Smar Jbayl,701068,7,Jbail
4.834224224,Smar Jbayl,701068,7,Jbail
6.129686534,Smar Jbayl,701068,7,Jbail
2.15863657,Sourat El-Batroun,701069,7,Batroun
4.549093131,Sourat El-Batroun,701069,7,Batroun
3.248814662,Sourat El-Batroun,701069,7,Batroun
3.797540903,Sourat El-Batroun,701069,7,Batroun
3.367995359,Sourat El-Batroun,701069,7,Batroun
2.380434699,Sourat El-Batroun,701069,7,Batroun
1.684486429,Tannourine El-Faouqa,701070,7,Jbail
2.369303107,Tannourine El-Faouqa,701070,7,Jbail
3.554150879,Tannourine El-Faouqa,701070,7,Jbail
1.833000101,Tannourine El-Faouqa,701070,7,Jbail
1.256400274,Tannourine El-Faouqa,701070,7,Jbail
3.338220119,Tannourine El-Faouqa,701070,7,Jbail
0.599012561,YammounT,701070,7,Jbail
0.778721875,Tannourine El-Faouqa,701070,7,Kesrouane
0.695123428,Tannourine El-Faouqa,701070,7,Kesrouane
4.437747717,Tannourine El-Faouqa,701070,7,Kesrouane
1.487440425,Tannourine El-Faouqa,701070,7,Kesrouane
1.446598209,YammounT,701070,7,Kesrouane
2.002713978,Toula El-Batroun,701073,7,Jbail
2.551646709,Toula El-Batroun,701073,7,Jbail
3.013710777,Toula El-Batroun,701073,7,Jbail
3.379442135,Toula El-Batroun,701073,7,Jbail
2.974007924,Toula El-Batroun,701073,7,Jbail
2.590077996,Toula El-Batroun,701073,7,Jbail
3.481433201,Toula El-Batroun,701073,7,Jbail
3.350188911,Toula El-Batroun,701073,7,Jbail
2.293582726,Toula El-Batroun,701073,7,Jbail
2.028922439,Toula El-Batroun,701073,7,Jbail
2.497141222,Toula El-Batroun,701073,7,Jbail
1.92503798,Toula El-Batroun,701073,7,Jbail
2.429520845,Hermel Jbab,702004,7,Zgharta
4.561805546,Hadchit,702013,7,Bcharre
1.15406067,Hermel Jbab,702013,7,Zgharta
3.206655802,Tannourine El-Faouqa,702014,7,Jbail
1.906767011,Tannourine El-Faouqa,702014,7,Jbail
2.449934006,Kfar Hilda,702014,7,Jbail
2.106180617,Tannourine El-Faouqa,702014,7,Jbail
0.957683492,Tannourine El-Faouqa,702014,7,Jbail
1.076072183,YammounT,702014,7,Jbail
1.044113169,YammounT,702014,7,Kesrouane
0.97607155,Nabha Ed-Damdoum,702014,7,Zgharta
0.744395801,Nabha Ed-Damdoum,702014,7,Zgharta
4.000295442,Qnayouer,702023,7,Bcharre
1.29059914,Tannourine El-Faouqa,702023,7,Jbail
1.12784353,Tannourine El-Faouqa,702023,7,Jbail
4.231543303,Rachkida,703017,7,Koura
3.213267641,Sourat El-Batroun,703017,7,Koura
4.843553245,Ras Nahhach,703017,7,Koura
9.604552964,Heri,703025,7,Koura
3.439228018,Fiaa,703026,7,Koura
3.776185989,Fiaa,703026,7,Koura
3.905455669,Fiaa,703026,7,Koura
15.85382853,Hraiche,703027,7,Koura
4.376455426,Ras Nahhach,703029,7,Koura
4.916064481,Ras Nahhach,703029,7,Koura
3.283319635,Kafraya El-Koura,703029,7,Koura
2.428525686,Kaftoun,703030,7,Koura
2.694243908,Sourat El-Batroun,703030,7,Koura
5.77004989,Kfar Aaqqa,703031,7,Zgharta
2.743691349,Kfar Hata El-Koura,703032,7,Koura
2.096945484,Ras Nahhach,703032,7,Koura
2.670105696,Ras Nahhach,703032,7,Koura
4.020664183,Kfar Hazir,703033,7,Koura
4.033671252,Kfar Hazir,703033,7,Koura
1.780280193,Kfar Hazir,703033,7,Koura
2.716092518,Kfar Hazir,703033,7,Koura
4.314792335,Kfar Hazir,703033,7,Koura
5.453268003,Kfar Hazir,703033,7,Koura
1.73459664,Ras Nahhach,703033,7,Koura
3.697082281,Kfar Hazir,703033,7,Koura
9.05451951,Kfar Hazir,703033,7,Koura
2.964989305,Ras Nahhach,703033,7,Koura
1.751965264,Majdel el-Koura,703037,7,Koura
2.032716539,Majdel el-Koura,703037,7,Koura
2.39699614,Majdel el-Koura,703037,7,Koura
2.03058511,Majdel el-Koura,703037,7,Koura
2.245824456,Majdel el-Koura,703037,7,Koura
2.30812484,Majdel el-Koura,703037,7,Koura
1.782834121,Majdel el-Koura,703037,7,Koura
2.946007609,NakhlT,703038,7,Zgharta
2.783339194,Qalhat,703039,7,Koura
2.923748276,Qalhat,703039,7,Koura
2.890331924,Qalhat,703039,7,Koura
2.309274676,Ras Masqa,703040,7,Koura
3.854251703,Ras Masqa,703040,7,Tripoli
2.463520885,Ras Masqa,703040,7,Zgharta
1.97471565,Rechdibbine,703041,7,Koura
2.462625146,Rechdibbine,703041,7,Koura
2.122360508,Tourza,703041,7,Koura
4.779707193,Rechdibbine,703041,7,Zgharta
2.277911544,Rechdibbine,703041,7,Zgharta
1.732110977,Tourza,703041,7,Zgharta
1.883173068,Zgharta El-Mtaouile,703043,7,Koura
2.459298462,Zgharta El-Mtaouile,703043,7,Koura
1.392522752,Zgharta El-Mtaouile,703043,7,Koura
1.548306257,Zgharta El-Mtaouile,703043,7,Koura
1.097487628,Zgharta El-Mtaouile,703043,7,Koura
2.372025818,Zgharta El-Mtaouile,703043,7,Koura
0.950162768,Zgharta El-Mtaouile,703043,7,Koura
1.558631261,Zgharta El-Mtaouile,703043,7,Koura
0.964814931,Zgharta El-Mtaouile,703043,7,Koura
2.670490265,Bakhaaoun,704006,7,Minie-Danniye
2.392688318,Nabha Ed-Damdoum,704015,7,Zgharta
2.104992381,Bzal,704017,7,Minie-Danniye
0.87009271,Qabaait,704018,7,Minie-Danniye
14.44249535,Deir Aammar,704019,7,Zgharta
2.08264984,Izal,704026,7,Minie-Danniye
0.808665004,Izal,704026,7,Zgharta
1.800240517,Karm El-Mohr,704030,7,Minie-Danniye
2.186596233,Karm El-Mohr,704030,7,Minie-Danniye
2.025169611,Karm El-Mohr,704030,7,Zgharta
1.824084997,Karm El-Mohr,704030,7,Zgharta
11.65033174,Minie,704039,7,Zgharta
3.083140537,Nabi Youcheaa,704043,7,Zgharta
0.597143014,Qarne,704045,7,Minie-Danniye
0.949446499,Qarne,704045,7,Minie-Danniye
0.933107184,Qarne,704045,7,Minie-Danniye
0.682865369,Qarne,704045,7,Minie-Danniye
1.049723111,Qarne,704045,7,Minie-Danniye
1.020971179,Qarne,704045,7,Minie-Danniye
0.762463078,Qarne,704045,7,Minie-Danniye
1.350643694,Raouda-Aadoua,704050,7,Minie-Danniye
2.822291776,Raouda-Aadoua,704050,7,Minie-Danniye
4.496435252,Raouda-Aadoua,704050,7,Minie-Danniye
2.92399606,SfirT,704052,7,Minie-Danniye
1.505393654,SfirT,704052,7,Minie-Danniye
0.746971286,SfirT,704052,7,Minie-Danniye
1.428914355,SfirT,704052,7,Minie-Danniye
0.899098851,Sir Ed-DanniyT,704053,7,Minie-Danniye
1.972648764,Sir Ed-DanniyT,704053,7,Minie-Danniye
0.886218866,Sir Ed-DanniyT,704053,7,Zgharta
4.62893788,Tarane,704054,7,Minie-Danniye
2.348039246,Tarane,704054,7,Minie-Danniye
2.372310797,Tarane,704054,7,Minie-Danniye
2.201144723,Tarane,704054,7,Minie-Danniye
4.142703692,Tarane,704054,7,Minie-Danniye
1.071254402,Tarane,704054,7,Minie-Danniye
2.759109967,Tarane,704054,7,Minie-Danniye
2.524916584,Tarane,704054,7,Minie-Danniye
2.258875857,Tarane,704054,7,Minie-Danniye
4.428114653,Tarane,704054,7,Minie-Danniye
2.462009171,Tarane,704054,7,Minie-Danniye
1.75896736,Zouq Bhannine,704057,7,Minie-Danniye
2.046245495,Zouq Bhannine,704057,7,Minie-Danniye
3.533650994,Zouq Bhannine,704057,7,Minie-Danniye
2.388507366,Zouq Bhannine,704057,7,Zgharta
5.829509576,Zouq Bhannine,704057,7,Zgharta
7.920551634,Zouq Bhannine,704057,7,Zgharta
11.60801702,Zouq Bhannine,704057,7,Zgharta
5.986133046,Zouq Bhannine,704057,7,Zgharta
1.98819524,Zouq Bhannine,704057,7,Zgharta
4.381833804,Zouq Bhannine,704057,7,Zgharta
2.59354403,Zouq Bhannine,704057,7,Zgharta
2.886361265,Zouq Bhannine,704057,7,Zgharta
25.99104946,Mina Jardin,705001,7,Tripoli
31.01440525,Mina Jardin,705001,7,Tripoli
15.67138958,Mina N:3,705004,7,Tripoli
15.67138958,Mina N:3,705004,7,Tripoli
3.940465723,Ras Masqa,705005,7,Tripoli
7.55828074,Ras Masqa,705005,7,Tripoli
9.135638158,Qalhat,705005,7,Tripoli
3.619119008,Ras Masqa,705005,7,Tripoli
49.92816802,Trablous et Tabbaneh,705016,7,Tripoli
54.45265835,Trablous et Tabbaneh,705016,7,Tripoli
49.91955948,Trablous et Tabbaneh,705016,7,Tripoli
59.51198992,Trablous jardins,705017,7,Tripoli
63.0588427,Trablous jardins,705017,7,Tripoli
53.05270349,Trablous jardins,705017,7,Tripoli
43.37069298,Trablous jardins,705017,7,Tripoli
8.972882271,Trablous jardins,705017,7,Tripoli
5.332732052,Trablous jardins,705017,7,Tripoli
6.040691972,Trablous jardins,705017,7,Tripoli
5.038388565,Trablous jardins,705017,7,Tripoli
58.5753118,Trablous jardins,705017,7,Zgharta
51.68639221,Trablous jardins,705017,7,Zgharta
39.92281376,Trablous jardins,705017,7,Zgharta
25.78468561,Trablous jardins,705017,7,Zgharta
16.65577126,Trablous jardins,705017,7,Zgharta
2.930179119,Tourza,706003,7,Zgharta
1.925894126,Tourza,706003,7,Zgharta
1.790167813,Tourza,706003,7,Zgharta
2.17885266,Tourza,706003,7,Zgharta
3.970377553,Qnayouer,706003,7,Zgharta
2.554874678,Qnayouer,706003,7,Zgharta
2.976395965,Tourza,706003,7,Zgharta
2.083740771,Tourza,706009,7,Zgharta
2.886338592,Qnayouer,706009,7,Zgharta
4.48491497,Ras Masqa,706010,7,Zgharta
5.504965305,Terbol-MiniyT,706014,7,Zgharta
4.693574377,Kousba,706017,7,Zgharta
2.262203336,Daraiya Zgharta,706017,7,Zgharta
4.097503185,Ehden,706019,7,Zgharta
1.578471661,Ehden,706019,7,Zgharta
1.579267073,Hermel Jbab,706019,7,Zgharta
1.814644277,Ehden,706019,7,Zgharta
3.691307545,Hermel Jbab,706019,7,Zgharta
2.886677484,Terbol-MiniyT,706020,7,Zgharta
1.715017021,Terbol-MiniyT,706020,7,Zgharta
2.470647693,Hailan,706020,7,Zgharta
3.795368433,Hailan,706020,7,Zgharta
2.535559357,Raouda-Aadoua,706020,7,Zgharta
2.432469249,Terbol-MiniyT,706020,7,Zgharta
1.624298995,Iaal,706024,7,Zgharta
3.28314178,Rechdibbine,706026,7,Zgharta
2.222112457,Tourza,706026,7,Zgharta
2.33322009,Tourza,706026,7,Zgharta
2.314814091,Moghr El-Ahoual,706026,7,Zgharta
3.697069705,Ras Masqa,706031,7,Zgharta
4.809343278,Trablous jardins,706031,7,Zgharta
3.263635,Trablous jardins,706031,7,Zgharta
3.1982507,Trablous jardins,706031,7,Zgharta
2.818083485,Kfaryachit,706033,7,Zgharta
2.725164493,Kfarzaina,706034,7,Zgharta
3.623185873,Kfarzaina,706034,7,Zgharta
2.745061159,Kfarzaina,706034,7,Zgharta
4.224405607,KhaldiyT,706035,7,Zgharta
3.037345425,KhaldiyT,706035,7,Zgharta
2.395936728,KhaldiyT,706035,7,Zgharta
24.28788622,Trablous jardins,706039,7,Zgharta
7.59867084,Mejdlaiya Zgharta,706039,7,Zgharta
4.444112079,Terbol-MiniyT,706039,7,Zgharta
8.09202373,Mejdlaiya Zgharta,706039,7,Zgharta
4.734179705,Mejdlaiya Zgharta,706039,7,Zgharta
2.648188029,Terbol-MiniyT,706039,7,Zgharta
3.338072658,Miziara,706041,7,Zgharta
5.226842165,Miziara,706041,7,Zgharta
2.43111255,Miziara,706041,7,Zgharta
4.028475642,Miziara,706041,7,Zgharta
1.260515801,Miziara,706041,7,Zgharta
1.840345457,Miziara,706041,7,Zgharta
1.640518785,Miziara,706041,7,Zgharta
3.334364176,Morh Kfarsghab,706042,7,Zgharta
1.98634848,Morh Kfarsghab,706042,7,Zgharta
4.136270094,Morh Kfarsghab,706042,7,Zgharta
3.422193825,Morh Kfarsghab,706042,7,Zgharta
2.913095229,Morh Kfarsghab,706042,7,Zgharta
2.197153356,Morh Kfarsghab,706042,7,Zgharta
2.462418053,Morh Kfarsghab,706042,7,Zgharta
6.207540254,Morh Kfarsghab,706042,7,Zgharta
1.415563226,Morh Kfarsghab,706042,7,Zgharta
7.46830225,Terbol-MiniyT,706045,7,Zgharta
3.868251681,Rachaaine,706045,7,Zgharta
1.981044531,Rachaaine,706045,7,Zgharta
1.992301312,Rachaaine,706045,7,Zgharta
4.745362222,Terbol-MiniyT,706045,7,Zgharta
2.028472117,Rachaaine,706045,7,Zgharta
1.358249104,Rachaaine,706045,7,Zgharta
3.054654837,Rachaaine,706045,7,Zgharta
2.739857757,Rachaaine,706045,7,Zgharta
1.724875005,Rachaaine,706045,7,Zgharta
1.797120829,Rachaaine,706045,7,Zgharta
3.850987478,Toula Zgharta,706051,7,Zgharta
2.290033937,Toula Zgharta,706051,7,Zgharta
3.243601382,Toula Zgharta,706051,7,Zgharta
1.649385571,Toula Zgharta,706051,7,Zgharta
8.867227173,Zgharta,706052,7,Zgharta
8.923485597,Zgharta,706052,7,Zgharta
5.001040156,Zgharta,706052,7,Zgharta
6.74241813,Zgharta,706052,7,Zgharta
5.968578884,Zgharta,706052,7,Zgharta
2.364803993,Zgharta,706052,7,Zgharta
3.182968172,Zgharta,706052,7,Zgharta
2.963595819,Zgharta,706052,7,Zgharta
5.277952989,Zgharta,706052,7,Zgharta
2.878823431,Zgharta,706052,7,Zgharta
6.770486832,Bourghos,801004,8,Marjayoun
5.2888147,Kaoukaba Hasbaiya,801004,8,Nabatiye
1.181196767,Kfar Tibnit,801004,8,Nabatiye
2.21760565,Qlaiaa,801004,8,Nabatiye
14.37938806,Niha El-Chouf,801010,8,Jezzine
5.154362043,Niha El-Chouf,801010,8,Jezzine
1.994993997,ZaarouriyT,801022,8,Jezzine
3.320241531,Qreiaa,801022,8,Jezzine
6.026839455,Niha El-Chouf,801022,8,Jezzine
6.606192968,Mazraat Ech-Chouf,801022,8,Jezzine
3.649475574,Mazraat Ech-Chouf,801022,8,Jezzine
3.22514388,Harf Jezzine,801022,8,Jezzine
6.911955833,Harf Jezzine,801022,8,Jezzine
3.033846129,Harf Jezzine,801022,8,Jezzine
2.276353955,Mazraat Es-Dahr,801022,8,Jezzine
3.750859018,Qreiaa,801022,8,Jezzine
2.445088923,Qaaqaaiyet Ej-Jisr,801029,8,Nabatiye
1.706144742,Qlaiaa,801029,8,Nabatiye
1.635723364,Sarba En-Nabatieh,801031,8,Saida
1.081098437,Sarba En-Nabatieh,801031,8,Saida
6.083134462,Niha El-Chouf,801032,8,Jezzine
5.728114963,Niha El-Chouf,801032,8,Jezzine
5.726517012,Niha El-Chouf,801032,8,Nabatiye
3.834049839,Kfar Falous,801034,8,Saida
1.566208584,Niha El-Chouf,801035,8,Jezzine
2.18816943,Niha El-Chouf,801035,8,Marjayoun
1.685240567,Maydoun,801035,8,Marjayoun
1.535385629,MahmoudiyT Jezzine,801040,8,Nabatiye
1.112179057,MahmoudiyT Jezzine,801040,8,Nabatiye
2.229241788,Nabatiyeh El-Faouka,801040,8,Nabatiye
1.92504855,Mazraat Qrouh,801050,8,Marjayoun
0.892850935,Mazraat Qrouh,801050,8,Marjayoun
1.168672383,Mazraat Qrouh,801050,8,Nabatiye
1.571008066,Mazraat Qrouh,801050,8,Nabatiye
5.643831968,MharbiyT,801053,8,Saida
2.009802419,Midane Jezzine,801054,8,Jezzine
1.586330993,Moukhtara,801054,8,Jezzine
5.568427976,Midane Jezzine,801054,8,Jezzine
7.61079518,Midane Jezzine,801054,8,Jezzine
8.661536109,Midane Jezzine,801054,8,Jezzine
6.5564816,Midane Jezzine,801054,8,Jezzine
4.455361724,Midane Jezzine,801054,8,Jezzine
3.484694198,Midane Jezzine,801054,8,Jezzine
5.711225121,Mlikh,801056,8,Nabatiye
6.136845037,Niha El-Chouf,801056,8,Nabatiye
2.373584688,Mlikh,801056,8,Nabatiye
7.08810544,Mlikh,801056,8,Nabatiye
2.784575388,Mlikh,801056,8,Nabatiye
5.311570168,Ouadi Baanqoudaine,801058,8,Saida
4.236614227,QaytoulT,801063,8,Nabatiye
5.068069696,QtalT Jezzine,801064,8,Jezzine
2.851569906,QtalT Jezzine,801064,8,Saida
4.481615861,QtalT Jezzine,801064,8,Saida
1.28214632,Rihane Jezzine,801065,8,Marjayoun
3.124605441,Rihane Jezzine,801065,8,Marjayoun
0.889091593,Rihane Jezzine,801065,8,Marjayoun
4.415374815,Rihane Jezzine,801065,8,Nabatiye
2.623881633,Rihane Jezzine,801065,8,Nabatiye
4.057070684,Roum,801067,8,Jezzine
3.150664926,Roum,801067,8,Nabatiye
3.135172009,Roum,801067,8,Saida
2.233642185,Roum,801067,8,Saida
2.372573376,Roum,801067,8,Saida
4.682357311,Roum,801067,8,Saida
3.910312054,Roum,801067,8,Saida
3.444565296,Roum,801067,8,Saida
2.263796386,Roummanet,801068,8,Nabatiye
1.439006329,Roummanet,801068,8,Nabatiye
2.005911712,Roummanet,801068,8,Nabatiye
3.628315761,Sanaya,801070,8,Nabatiye
5.074805856,Sanaya,801070,8,Nabatiye
1.97832729,Sanaya,801070,8,Nabatiye
4.05840838,Sanaya,801070,8,Nabatiye
5.165976082,Sanaya,801070,8,Nabatiye
2.431517329,Srayri,801073,8,Marjayoun
0.898704877,Srayri,801073,8,Marjayoun
2.83331216,Srayri,801073,8,Marjayoun
3.892499886,Yohmor BG,801073,8,Marjayoun
2.679142015,Srayri,801073,8,Marjayoun
3.372757286,Yohmor BG,801073,8,Marjayoun
1.880349557,STjoud,801074,8,Nabatiye
5.072149674,STjoud,801074,8,Nabatiye
1.125772923,STjoud,801074,8,Nabatiye
1.786546493,STjoud,801074,8,Nabatiye
8.034487406,STjoud,801074,8,Nabatiye
3.74927783,STjoud,801074,8,Nabatiye
1.866666794,STjoud,801074,8,Nabatiye
3.53410313,STjoud,801074,8,Nabatiye
4.189154254,STjoud,801074,8,Nabatiye
2.671932817,STjoud,801074,8,Nabatiye
3.270557682,Roum,802011,8,Saida
2.531675499,Kfar Falous,802011,8,Saida
4.610326034,MharbiyT,802011,8,Saida
4.721250653,Roum,802011,8,Saida
3.660082817,Sanaya,802011,8,Saida
2.347606897,Sanaya,802011,8,Saida
3.025926801,Mjaydel Jezzine,802013,8,Saida
2.57297583,Sarba En-Nabatieh,802013,8,Saida
1.826120855,Sarba En-Nabatieh,802013,8,Saida
2.093194485,Sarba En-Nabatieh,802013,8,Saida
6.333799879,Sibline,802014,8,Saida
4.467489799,Rmeilet Ech-Chouf,802014,8,Saida
23.01484043,Rmeilet Ech-Chouf,802015,8,Saida
14.52550602,Rmeilet Ech-Chouf,802015,8,Saida
1.781917016,Sarba En-Nabatieh,802018,8,Saida
2.963290513,Zefta,802018,8,Saida
2.827635368,Zefta,802022,8,Saida
6.588904619,Haret Saida,802023,8,Saida
1.41157043,InsariyT,802026,8,Saida
2.777723297,Zefta,802028,8,Saida
5.733932436,Kfour En-Nabatieh,802028,8,Saida
4.850488663,Mjaydel Jezzine,802032,8,Saida
3.200791631,Kfar Melki Saida,802032,8,Saida
2.787655562,Sanaya,802032,8,Saida
2.599554569,Kfar Melki Saida,802032,8,Saida
4.263582744,Sanaya,802032,8,Saida
2.58128171,Sanaya,802032,8,Saida
4.737851709,Sanaya,802032,8,Saida
2.169664553,Sarba En-Nabatieh,802032,8,Saida
2.858349621,Mazraat El YahoudiyT (AaitaniyT),802048,8,Sour
1.933237612,Mazraat El YahoudiyT (AaitaniyT),802048,8,Sour
2.787801411,Mazraat El-HoussainiyT,802049,8,Saida
2.610159705,Mazraat Sinai,802056,8,Saida
1.814410925,Mazraat Sinai,802056,8,Saida
1.745511144,Mazraat Sinai,802056,8,Saida
2.013372103,Mazraat Sinai,802056,8,Saida
1.067259332,Mazraat Sinai,802056,8,Sour
3.134972374,Zefta,802057,8,Saida
2.012024694,Zefta,802057,8,Saida
1.428099096,MerouaniyT,802057,8,Saida
1.310799146,Mzaraat El-Ouasta,802060,8,Sour
2.297733456,Mzaraat El-Ouasta,802060,8,Sour
2.064555065,NajjariyT,802061,8,Saida
5.002788484,NajjariyT,802061,8,Saida
3.140426278,NajjariyT,802061,8,Saida
3.479003044,NajjariyT,802061,8,Saida
2.315642595,NajjariyT,802061,8,Saida
3.096144744,NajjariyT,802061,8,Saida
2.12693584,NajjariyT,802061,8,Saida
2.610711098,NajjariyT,802061,8,Saida
2.961057687,Zefta,802061,8,Saida
1.603378952,Qaaqaiyet Es-Snaoubar,802062,8,Saida
1.913376659,Qaaqaiyet Es-Snaoubar,802062,8,Sour
5.908423722,Qraiyet Saida,802064,8,Saida
4.064720438,Qraiyet Saida,802064,8,Saida
5.36027352,Qraiyet Saida,802064,8,Saida
4.514295101,Qraiyet Saida,802064,8,Saida
4.494633079,Qraiyet Saida,802064,8,Saida
4.197212622,Saida Ed-Dekermane,802065,8,Saida
3.380413135,Saida Ed-Dekermane,802065,8,Saida
6.073387742,Saida Ed-Dekermane,802065,8,Saida
3.10399437,Saida Ed-Dekermane,802065,8,Saida
24.48010953,Sibline,802066,8,Saida
19.13085556,Saida El-Oustani,802066,8,Saida
25.23508151,Saida El-Oustani,802066,8,Saida
29.81580854,Saida El-Oustani,802066,8,Saida
22.64956919,Saida El-Oustani,802066,8,Saida
12.98145453,Saida El-Oustani,802066,8,Saida
11.67254696,Saida El-Oustani,802066,8,Saida
10.84679432,Saida El-Oustani,802066,8,Saida
5.295084715,Saida Kefraya,802068,8,Saida
1.69197154,SaksakiyT,802069,8,Saida
1.609374563,SaksakiyT,802069,8,Saida
3.254293577,SaksakiyT,802069,8,Saida
2.127949595,SaksakiyT,802069,8,Saida
1.32051605,SaksakiyT,802069,8,Sour
2.548045781,SaksakiyT,802069,8,Sour
8.823816299,Salhiyet Saida,802070,8,Saida
6.705577612,Salhiyet Saida,802070,8,Saida
18.57527784,Salhiyet Saida,802070,8,Saida
5.625609255,Salhiyet Saida,802070,8,Saida
7.012923998,Salhiyet Saida,802070,8,Saida
5.768682718,Salhiyet Saida,802070,8,Saida
5.561406374,Salhiyet Saida,802070,8,Saida
10.7286582,Salhiyet Saida,802070,8,Saida
3.038290448,Sarafand,802071,8,Saida
4.398765167,Sarafand,802071,8,Saida
4.99478515,Sarafand,802071,8,Saida
2.969910304,Sarafand,802071,8,Saida
8.058106041,Sarafand,802071,8,Saida
5.425253789,Sarafand,802071,8,Saida
2.21900022,Sarafand,802071,8,Sour
6.578375697,Tanbourit,802073,8,Saida
3.715180159,Tanbourit,802073,8,Saida
3.616215714,Tanbourit,802073,8,Saida
2.397407651,Teffahta,802075,8,Saida
3.893944051,Teffahta,802075,8,Saida
1.933593373,Teffahta,802075,8,Saida
4.913924932,Teffahta,802075,8,Saida
3.99941045,Teffahta,802075,8,Saida
2.726911142,Zefta,802075,8,Saida
3.108558863,Teffahta,802075,8,Saida
3.962435325,Zeita,802077,8,Saida
4.075569747,Zeita,802077,8,Saida
2.028355582,Zeita,802077,8,Saida
5.422328568,Zeita,802077,8,Saida
2.456208754,Zeita,802077,8,Saida
2.256469584,Zeita,802077,8,Saida
2.758214056,Zeita,802077,8,Saida
3.363230597,Zeita,802077,8,Saida
1.918433011,Zeita,802077,8,Saida
3.541539709,ZrariyT,802078,8,Sour
2.49156181,ZrariyT,802078,8,Sour
2.616608443,ZrariyT,802078,8,Sour
3.974430641,ZrariyT,802078,8,Sour
2.729694704,ZrariyT,802078,8,Sour
2.461338794,ZrariyT,802078,8,Sour
1.621737525,ZrariyT,802078,8,Sour
3.083730476,Mazraat El YahoudiyT (AaitaniyT),803002,8,Sour
3.70331081,ZrariyT,803002,8,Sour
2.168646673,ZrariyT,803002,8,Sour
2.92824018,ZrariyT,803014,8,Sour
3.266491456,Sir El-GharbiyT,803025,8,Sour
1.124141097,Sir El-GharbiyT,803025,8,Sour
1.704493821,Qaaqaaiyet Ej-Jisr,803025,8,Sour
5.421536128,Touline,803029,8,Sour
3.172082861,Touline,803029,8,Sour
7.570848012,Mazraat El YahoudiyT (AaitaniyT),803031,8,Sour
8.594446818,ZrariyT,803034,8,Sour
3.665468314,Hanaouay,803036,8,Sour
1.849914412,ZrariyT,803038,8,Sour
11.8257243,Iskandarouna Sour,803039,8,Sour
4.653938174,Iskandarouna Sour,803039,8,Sour
3.111085137,Kfar Dounine,803044,8,Sour
4.29870677,MaarakT,803046,8,Sour
3.372029877,Sir El-GharbiyT,803047,8,Sour
4.636434105,Mansouri Sour,803050,8,Sour
2.442030907,Mazraat Ez-Zalloutiyeh,803052,8,Sour
2.615852558,Mazraat Mechref,803053,8,Sour
2.745748811,Mazraat Mechref,803053,8,Sour
3.239489228,Soultaniyet Bent Jbayl,803053,8,Sour
7.415998762,Tibnine,803053,8,Sour
2.608145297,Soultaniyet Bent Jbayl,803053,8,Sour
2.531790177,NeftakhiyT,803057,8,Sour
4.556028605,NeftakhiyT,803057,8,Sour
5.083572354,NeftakhiyT,803057,8,Sour
