ACS_CODE,CAD_CODE,M_ref_name_n,K_Ref_name,Governorate_AI,District_AI,C_Ref_name,ACS_NAME,CAD_NAME,C_ref_Ar,Longitude,Latitude,Eviction Threats,Eviction Date
,,,,,,THIS ONE,,,,,,,
10110,10012,Beirut,Beirut,Beyrouth,Beirut,Aain el-Mraisse foncière,Aain el-Mraisse foncière,Ain el-Mreissé,عين المريسه,35.47941746,33.90128365,,
10150,10007,Beirut,Beirut,Beyrouth,Beirut,Ras Beyrouth foncière,Ras Beyrouth foncière,Ras Beyrouth,راس بيروت,35.47760194,33.89197681,,
10210,10008,Beirut,Beirut,Beyrouth,Beirut,Msaitbe foncière,Msaitbé foncière,Moussaytbeh,مصيطبة,35.48818891,33.88092127,,
10250,10011,Beirut,Beirut,Beyrouth,Beirut,Mina el-Hosn foncière,Mina el-Hosn foncière,Minet el-Hosn,مينا الحصن,35.49574382,33.89895838,,
10310,10009,Beirut,Beirut,Beyrouth,Beirut,Mazraa foncière,Mazraa foncière,Mazraa,المزرعة,35.50457577,33.87499243,,
10350,10005,Beirut,Beirut,Beyrouth,Beirut,Bachoura foncière,Bachoura foncière,Bachoura,باشورة,35.50313286,33.89011365,,
10410,10010,Beirut,Beirut,Beyrouth,Beirut,Zqaq el-Blat foncière,Zqaq el-Blat foncière,Zoukak el-Blatt,زقاق البلاط,35.4980147,33.89290677,,
10450,10004,Beirut,Beirut,Beyrouth,Beirut,Marfa' foncière,Marfa' foncière,Port,مرفأ,35.50589477,33.89884524,,
10510,10006,Beirut,Beirut,Beyrouth,Beirut,Saifi foncière,Saifi foncière,Saifé,صيفي,35.50827813,33.89323035,,
10550,10002,Beirut,Beirut,Beyrouth,Beirut,Rmeil foncière,Rmeil foncière,Remeil,رميل,35.52294668,33.89397734,,
10610,10003,Beirut,Beirut,Beyrouth,Beirut,Mdaouar foncière,Mdaouar foncière,Medawar,مدور,35.52877923,33.90157721,,
10650,10001,Beirut,Beirut,Beyrouth,Beirut,Achrafieh foncière,Achrafieh foncière,Achrafieh,الاشرفية,35.52081555,33.88496962,,
10999,10999,Beirut,Beirut,Beyrouth,Beirut,Beirut Central District,Beirut Central District,Beirut Central District,وسط بيروت,35.50602273,33.90462023,,
21111,21007,Mount Lebanon,Baabda,Mont Liban,Baabda,Chiyah,Chiyah,Chiah,شياح,35.48975226,33.85144832,Yes,46086
21133,21003,Mount Lebanon,Baabda,Mont Liban,Baabda,Furn Ech-Chebbak,Furn Ech-Chebbak,Forn El-Chobbek,فرن الشباك,35.52586927,33.87142407,,
21144,21006,Mount Lebanon,Baabda,Mont Liban,Baabda,Haret Hreik,Haret Hreik,Haret Horaïk,حارة حريك,35.51082085,33.85216602,Yes,46086
21166,21005,Mount Lebanon,Baabda,Mont Liban,Baabda,Laylake,Laylaké,Laylaki,ليلكي,35.5138347,33.83219006,,
21177,21004,Mount Lebanon,Baabda,Mont Liban,Baabda,Bourj El-Brajneh,Bourj El-Brajneh,Borge el Baragenat,برج البراجنة,35.5042849,33.84057808,Yes,46086
21188,21008,Mount Lebanon,Baabda,Mont Liban,Baabda,Tahouitat El Ghadir,Tahouitat El Ghadir,Tahouitat-el-Ghadir,تحويطة الغدير,35.49353376,33.8300933,,
21211,21001,Mount Lebanon,Baabda,Mont Liban,Baabda,Baabda,Baabda,Baabda,بعبدا,35.54483286,33.84553264,,
21219,21002,Mount Lebanon,Baabda,Mont Liban,Baabda,Hadath Beyrouth,Hadath Beyrouth,Hadace,حدث,35.52595365,33.8374257,Yes,46086
21227,21012,Mount Lebanon,Baabda,Mont Liban,Baabda,Boutchay,Boutchay,Boutchay,بطشيه,35.54127132,33.82586827,,
21235,21010,Mount Lebanon,Baabda,Mont Liban,Baabda,Merdache,Merdache,Mardachat,مرداشة,35.54327246,33.82249178,,
21243,21016,Mount Lebanon,Baabda,Mont Liban,Baabda,Louayze Baabda,Louayzé Baabda,Louaizé,لويزة,35.56828527,33.83944054,,
21251,21009,Mount Lebanon,Baabda,Mont Liban,Baabda,Kfar Chima,Kfar Chima,Kfarchima,كفرشيما,35.53341362,33.81556514,,
21259,21013,Mount Lebanon,Baabda,Mont Liban,Baabda,Ouadi Chahrour Es-Soufla,Ouadi Chahrour Es-Soufla,Wadi Chahrour el Soufla,وادي شحرور السفلى,35.55340094,33.82240058,,
21267,21014,Mount Lebanon,Baabda,Mont Liban,Baabda,Ouadi Chahrour El Aaoulia,Ouadi Chahrour El Aaoulia,Wadi Chahrour el Olia,وادي شحرور العليا,35.56419772,33.81772481,,
21275,21015,Mount Lebanon,Baabda,Mont Liban,Baabda,Haret Es-Sit,Haret Es-Sit,Haret -el-Sit,حارة الست,35.56674047,33.82533826,,
21283,21028,Mount Lebanon,Baabda,Mont Liban,Baabda,Bsaba Baabda,Bsaba Baabda,Bsaba Wadi Dlab,بسابا وادي الدلب,35.5379465,33.80433996,,
21311,21022,Mount Lebanon,Baabda,Mont Liban,Baabda,Baalchmay,Baalchmay,Baalchemay,بعلشميه,35.64338072,33.81656,,
21314,21054,Mount Lebanon,Baabda,Mont Liban,Baabda,Aain Mouaffaq,Aain Mouaffaq,Aïn Mouaffak,عين موفق,35.65291114,33.82168913,,
21317,21021,Mount Lebanon,Baabda,Mont Liban,Baabda,Rouayssrt El-Ballout,Rouayssrt El-Ballout,Roueissat-el-Ballout,رويسة البلوط,35.64729684,33.82681825,,
21321,21055,Mount Lebanon,Baabda,Mont Liban,Baabda,Mzairaa Baabda,Mzairaa Baabda,Mazraet-el-Mzeiraa,مزيرعة بعبدا,35.65390054,33.8302536,,
21324,21020,Mount Lebanon,Baabda,Mont Liban,Baabda,Hlaliye Baabda,Hlaliyé Baabda,El Halaliyeh,هلالية,35.63831281,33.83128605,,
21327,21023,Mount Lebanon,Baabda,Mont Liban,Baabda,Haret Hamze,Haret Hamzé,Haret Hamzé,حارة حمزة,35.66165414,33.82092336,,
21331,21025,Mount Lebanon,Baabda,Mont Liban,Baabda,Qtale Baabda,Qtalé Baabda,Ktalé,قتالة,35.67359716,33.82370674,,
21334,21024,Mount Lebanon,Baabda,Mont Liban,Baabda,Ras El-Href,Ras El-Href,Ras-el-Harf,راس الحرف,35.66965124,33.8118795,,
21337,21043,Mount Lebanon,Baabda,Mont Liban,Baabda,Deir Khouna,Deir Khouna,Deir Khouna,دير خونة,35.66322215,33.83236945,,
21341,21019,Mount Lebanon,Baabda,Mont Liban,Baabda,Aabadiye,Aabadiyé,El-Abadiyeh,عبادية,35.62186633,33.83174725,,
21344,21026,Mount Lebanon,Baabda,Mont Liban,Baabda,Qrayet Baabda,Qrayet Baabda,El-Krayé,قرية,35.67849541,33.80787237,,
21347,21044,Mount Lebanon,Baabda,Mont Liban,Baabda,Chmeisset Baabda,Chmeisset Baabda,El-Chmeice,شميسة,35.68490286,33.83000181,,
21351,21033,Mount Lebanon,Baabda,Mont Liban,Baabda,Ras El Matn,Ras El Matn,Ras el Meten,راس المتن,35.65592048,33.84555855,,
21354,21018,Mount Lebanon,Baabda,Mont Liban,Baabda,Chouit,Chouit,Chouit,شويت,35.60409421,33.82994945,,
21357,21027,Mount Lebanon,Baabda,Mont Liban,Baabda,Qobbayaa,Qobbayaa,Kobbaï,قبيع,35.69356484,33.81276048,,
21361,21029,Mount Lebanon,Baabda,Mont Liban,Baabda,Qordata,Qordata,Kartada,قرطادة,35.62336339,33.85983286,,
21364,21031,Mount Lebanon,Baabda,Mont Liban,Baabda,Qsaibe Baabda,Qsaibé Baabda,El-Ksaibeh,قصيبة,35.6495408,33.86524237,,
21367,21045,Mount Lebanon,Baabda,Mont Liban,Baabda,Deir El-harf,Deir El-harf,Deir El-Harf,دير الحرف,35.68934353,33.84757745,,
21371,21017,Mount Lebanon,Baabda,Mont Liban,Baabda,Aaraiya,Aaraiya,Araya,عاريا,35.58690747,33.83206305,,
21374,21030,Mount Lebanon,Baabda,Mont Liban,Baabda,Zandouqa,Zandouqa,Zandouka,زندوقة,35.63536191,33.86890675,,
21377,21032,Mount Lebanon,Baabda,Mont Liban,Baabda,Kneisset Baabda,Kneisset Baabda,El-Kneissé,كنيسة بعبدا,35.66425843,33.86452171,,
21381,21034,Mount Lebanon,Baabda,Mont Liban,Baabda,Aarbaniye,Aarbaniyé,El-Erbaniyeh,عربانية,35.67306771,33.87458967,,
21391,21036,Mount Lebanon,Baabda,Mont Liban,Baabda,Dlaybe,Dlaybé,El-Dleibé,دليبه,35.68986265,33.87907627,,
21394,21037,Mount Lebanon,Baabda,Mont Liban,Baabda,Salima Baabda,Salima Baabda,Salima,صليما بعبدا,35.69792256,33.87265499,,
21397,21038,Mount Lebanon,Baabda,Mont Liban,Baabda,Hasbaiya El-Matn,Hasbaiya El-Matn,Hasbaya-el Meten,حاصبيّا المتن,35.71980497,33.87581122,,
21411,21052,Mount Lebanon,Baabda,Mont Liban,Baabda,Hammana,Hammana,Hammana,حمانا,35.73766062,33.81292458,,
21416,21049,Mount Lebanon,Baabda,Mont Liban,Baabda,Qalaat Baabda,Qalaat Baabda,El-Kalaa,القلعة,35.72692862,33.83737223,,
21421,21050,Mount Lebanon,Baabda,Mont Liban,Baabda,Khalouat Baabda,Khalouat Baabda,El-Khalouat,خلوات,35.73453976,33.84005755,,
21426,21053,Mount Lebanon,Baabda,Mont Liban,Baabda,Chbaniye,Chbaniyé,Chbaniyeh,شبانية,35.7125001,33.81535427,,
21431,21056,Mount Lebanon,Baabda,Mont Liban,Baabda,Khreibet Baabda,Khreibet Baabda,El-Khreibé,خريبة بعبدا,35.71441444,33.82531516,,
21436,21047,Mount Lebanon,Baabda,Mont Liban,Baabda,Bmaryam,Bmaryam,Bmariam,بمريم,35.71744393,33.83086019,,
21441,21048,Mount Lebanon,Baabda,Mont Liban,Baabda,Btekhnay,Btekhnay,Btekhnay,بتخناي,35.71327487,33.84138916,,
21446,21051,Mount Lebanon,Baabda,Mont Liban,Baabda,Falougha,Falougha,Falougha,فالوغا,35.76527544,33.82343814,,
21451,21046,Mount Lebanon,Baabda,Mont Liban,Baabda,Btibyat,Btibyat,Btebiat,بتبيات,35.69704052,33.83647817,,
21456,21042,Mount Lebanon,Baabda,Mont Liban,Baabda,Qornayel,Qornayel,Kernayel,قرنايل,35.72897256,33.85662944,,
21461,21058,Mount Lebanon,Baabda,Mont Liban,Baabda,Jouar El-Haouz,Jouar El-Haouz,Jouar el Haouz,جوار الحوز,35.7564338,33.85922364,,
21466,21039,Mount Lebanon,Baabda,Mont Liban,Baabda,Bzebdine,Bzebdine,Bzebdine,بزبدين,35.73664381,33.87312274,,
21471,21040,Mount Lebanon,Baabda,Mont Liban,Baabda,Arsoun,Arsoun,Arsoune,ارصون,35.69204391,33.85803047,,
21476,21057,Mount Lebanon,Baabda,Mont Liban,Baabda,Kfar Selouane,Kfar Selouane,Kfar Selouane,كفرسلوان,35.78410636,33.85610249,,
21481,21059,Mount Lebanon,Baabda,Mont Liban,Baabda,Tarchich,Tarchich,Tarchiche,ترشيش,35.8076555,33.87690321,,
21487,21041,Mount Lebanon,Baabda,Mont Liban,Baabda,Jouret Arsoun,Jouret Arsoun,Jouret Arsoune,جورة ارصون,35.70928305,33.85239145,,
22001,22,Mount Lebanon,El Meten,Mont Liban,Metn,Conflict,litige,litige,,35.70500447,33.89275429,,
22002,22,Mount Lebanon,El Meten,Mont Liban,Metn,Conflict,litige,litige,,35.77053264,33.88591984,,
22111,22001,Mount Lebanon,El Meten,Mont Liban,Metn,Bourj Hammoud,Bourj Hammoud,Borge Hammoud,برج حمّود,35.54235772,33.8935126,,
22155,22004,Mount Lebanon,El Meten,Mont Liban,Metn,Sinn El-Fil,Sinn El-Fil,Senn el Fil,سن الفيل,35.53506732,33.87480253,,
22211,22005,Mount Lebanon,El Meten,Mont Liban,Metn,Jdaidet El-Matn,Jdaidet El-Matn,Jodaidat,جديدة المتن,35.57047652,33.88961555,,
22228,22002,Mount Lebanon,El Meten,Mont Liban,Metn,Baouchriye,Baouchriyé,Baouchariat,بوشرية,35.55838331,33.88533461,,
22245,22016,Mount Lebanon,El Meten,Mont Liban,Metn,Deir mar Roukoz,Deir mar Roukoz,Mar Roukose et Dahr El-Hossain,مار روكز,35.55987526,33.86803519,,
22262,22003,Mount Lebanon,El Meten,Mont Liban,Metn,Dekouane,Dekouané,Dekouanet,دكوانة,35.54596215,33.87624505,,
22279,22015,Mount Lebanon,El Meten,Mont Liban,Metn,Mkalles,Mkalles,Mkallesse,مكلس,35.55112308,33.86161522,,
22311,22009,Mount Lebanon,El Meten,Mont Liban,Metn,Antelias,Antelias,Antélias,انطلياس,35.58629691,33.91418763,,
22319,22021,Mount Lebanon,El Meten,Mont Liban,Metn,Menqlet Mezher,Menqlet Mezher,Mezher,مزهر,35.59714092,33.90863477,,
22327,22008,Mount Lebanon,El Meten,Mont Liban,Metn,Jall Ed-Did,Jall Ed-Did,Jal-el-Dib,جل الديب,35.58041311,33.90651746,,
22335,22010,Mount Lebanon,El Meten,Mont Liban,Metn,Naqqach,Naqqach,Naccache,نقاش,35.5940535,33.92323313,,
22343,22006,Mount Lebanon,El Meten,Mont Liban,Metn,Aamaret Chalhoub,Aamaret Chalhoub,Wata Amaret Chalhoub,الوطى عمارة شلهوب,35.56851605,33.90005684,,
22351,22007,Mount Lebanon,El Meten,Mont Liban,Metn,Zalqa,Zalqa,El-Zalka,الزلقا,35.5767606,33.89872458,,
22359,22018,Mount Lebanon,El Meten,Mont Liban,Metn,Byaqout,Byaqout,Biakoute,بياقوت,35.5848241,33.89413297,,
22367,22024,Mount Lebanon,El Meten,Mont Liban,Metn,Mazraat El-Hdaira,Mazraat El-Hdaira,Mazraet El-Hadira,مزرعة الحضيرة,35.60633434,33.93206654,,
22375,22011,Mount Lebanon,El Meten,Mont Liban,Metn,Dbaye,Dbayé,Dbayé,ضبية,35.58804077,33.93505853,,
22383,22026,Mount Lebanon,El Meten,Mont Liban,Metn,Haret El-Ballane,Haret El-Ballane,Haret El-Belleni,حارة البلان,35.60253248,33.94022912,,
22391,22025,Mount Lebanon,El Meten,Mont Liban,Metn,Mazraat Deir Aaoukar,Mazraat Deir Aaoukar,Mazraet Deir Aoukar,مزرعة دير عوكر,35.59782592,33.93425852,,
22411,22014,Mount Lebanon,El Meten,Mont Liban,Metn,Mansouriyet El-Matn,Mansouriyet El-Matn,El-Mansouriyeh,منصورية,35.56690701,33.85447055,,
22415,22013,Mount Lebanon,El Meten,Mont Liban,Metn,Daychouniye,Daychouniyé,El-Dechouniyeh,ديشونية,35.5755577,33.84624292,,
22419,22017,Mount Lebanon,El Meten,Mont Liban,Metn,Fanar,Fanar,Fanar,الفنار,35.57359541,33.87864362,,
22423,22043,Mount Lebanon,El Meten,Mont Liban,Metn,Aain Saade,Aain Saadé,Aïn-Saâdé,عين سعادة,35.5882802,33.86945813,,
22427,22041,Mount Lebanon,El Meten,Mont Liban,Metn,Roumie,Roumié,Roumieh,روميه المتن,35.60136077,33.88542443,,
22431,22019,Mount Lebanon,El Meten,Mont Liban,Metn,Bqennaya,Bqennaya,Bkennaya,بقنايا,35.58682627,33.90163132,,
22435,22020,Mount Lebanon,El Meten,Mont Liban,Metn,Majzoub,Majzoub,Majdoub,مجذوب,35.59500773,33.90037686,,
22439,22022,Mount Lebanon,El Meten,Mont Liban,Metn,Bsalim,Bsalim,Bsalime,بصاليم,35.60729957,33.8995705,,
22443,22038,Mount Lebanon,El Meten,Mont Liban,Metn,Nabay,Nabay,Nabiyeh,نابيه,35.62198864,33.90476221,,
22447,22023,Mount Lebanon,El Meten,Mont Liban,Metn,Mtayleb,Mtayleb,El-Mtaileb,مطيلب,35.61107393,33.92299775,,
22451,22035,Mount Lebanon,El Meten,Mont Liban,Metn,Beit El-Kekko,Beit El-Kekko,Beit El Koukou,بيت الككو,35.63606039,33.9242739,,
22455,22037,Mount Lebanon,El Meten,Mont Liban,Metn,Qornet Chehouane,Qornet Chehouane,Kornet Chahouane,قرنة شهوان,35.62921747,33.91648138,,
22459,22027,Mount Lebanon,El Meten,Mont Liban,Metn,Beit Ech-Chaar,Beit Ech-Chaar,Mazraet Beit Chaar,مزرعة بيت الشعّار,35.61678781,33.9288049,,
22463,22029,Mount Lebanon,El Meten,Mont Liban,Metn,Dik El-Mehdi,Dik El-Mehdi,Dik El-Mehdi,ديك المحدي,35.61905323,33.93317453,,
22467,22012,Mount Lebanon,El Meten,Mont Liban,Metn,Zouk El-Kharab,Zouk El-Kharab,Zouk-Khrab,ذوق الخراب,35.59779567,33.94833254,,
22471,22036,Mount Lebanon,El Meten,Mont Liban,Metn,Aain Aar,Aain Aar,Aïn Aar,عين عار,35.64202914,33.92248258,,
22475,22033,Mount Lebanon,El Meten,Mont Liban,Metn,Mazraat Yachouaa,Mazraat Yachouaa,Mazraet Yachou,مزرعة يشوع,35.63205078,33.93058481,,
22479,22028,Mount Lebanon,El Meten,Mont Liban,Metn,Deir Tamich,Deir Tamich,Deir Tamiche,دير طاميش,35.61834671,33.94052537,,
22483,22031,Mount Lebanon,El Meten,Mont Liban,Metn,Zakrit,Zakrit,Zacrite,زكريت,35.62891949,33.93871105,,
22487,22030,Mount Lebanon,El Meten,Mont Liban,Metn,Deir Mar Aabda el Mchammar,Deir Mar Aabda el Mchammar,Mar Abda El-Mchammar,دير مار عبدا المشمر,35.62874371,33.94408292,,
22511,22057,Mount Lebanon,El Meten,Mont Liban,Metn,Bikfaya,Bikfaya,Bikfaya,بكفيا,35.69266688,33.91473089,,
22515,22063,Mount Lebanon,El Meten,Mont Liban,Metn,Mhaidset Matn,Mhaidset Matn,El-Mhaidcé,محيدثة المتن,35.69629338,33.92108547,,
22519,22058,Mount Lebanon,El Meten,Mont Liban,Metn,Ouadi Chahine,Ouadi Chahine,Wadi Chahine,وادي شاهين,35.69266617,33.9315198,,
22523,22064,Mount Lebanon,El Meten,Mont Liban,Metn,Aain El-Qach,Aain El-Qach,Aïn-El-Kach,عين القش,35.70078144,33.92497753,,
22527,22054,Mount Lebanon,El Meten,Mont Liban,Metn,Mar Boutros Karm Et-Tine,Mar Boutros Karm Et-Tine,Mar Boutros Karm El-Tine,مار بطرس كرم التين,35.68410113,33.93659979,,
22531,22053,Mount Lebanon,El Meten,Mont Liban,Metn,Beit Chabab,Beit Chabab,Beit Chebab,بيت شباب,35.66904092,33.93027969,,
22535,22055,Mount Lebanon,El Meten,Mont Liban,Metn,Bhersaf,Bhersaf,Sakiet-El-Misk et Bhorsaf,بحرصاف,35.6664593,33.91261562,,
22539,22059,Mount Lebanon,El Meten,Mont Liban,Metn,Mayasse,Mayassé,El-Mayassé,مياسة,35.69187647,33.94123454,,
22543,22061,Mount Lebanon,El Meten,Mont Liban,Metn,Aain El-Kharroube,Aain El-Kharroubé,Aïn-El-Kharroubé,عين الخروبة,35.70077935,33.93277066,,
22547,22060,Mount Lebanon,El Meten,Mont Liban,Metn,Himlaya,Himlaya,Hemlaya,حملايا,35.70766304,33.9410877,,
22551,22050,Mount Lebanon,El Meten,Mont Liban,Metn,aain Aalaq,aain Aalaq,Aïn-Alak,عين علق,35.65703596,33.91893208,,
22555,22049,Mount Lebanon,El Meten,Mont Liban,Metn,Aatchane,Aatchané,El-Atchané,عطشانة,35.64806564,33.91188632,,
22559,22051,Mount Lebanon,El Meten,Mont Liban,Metn,Chaouiye,Chaouiyé,"Chaouié, Knaitré et Mar gergesse Bhurdok",شاوية,35.65782146,33.93011217,,
22563,22083,Mount Lebanon,El Meten,Mont Liban,Metn,Aain Et-Teffaha,Aain Et-Teffaha,Aïn-el-Teffaha,عين التفاحة,35.72483257,33.93408782,,
22567,22099,Mount Lebanon,El Meten,Mont Liban,Metn,Sfeilet Bikfaya,Sfeilet Bikfaya,El-Sfailé,سفيلة بكفيا,35.69758521,33.9442806,,
22571,22052,Mount Lebanon,El Meten,Mont Liban,Metn,Fraike,Fraiké,El Freiké,فريكه,35.65870292,33.93720266,,
22575,22084,Mount Lebanon,El Meten,Mont Liban,Metn,Abou Mizane,Abou Mizane,Abou-Mizane,أبو ميزان,35.72139085,33.93945457,,
22579,22103,Mount Lebanon,El Meten,Mont Liban,Metn,Deir Chamra,Deir Chamra,Deir Chamra,دير شمرا,35.71732381,33.94838236,,
22583,22034,Mount Lebanon,El Meten,Mont Liban,Metn,Hbous,Hbous,Hebouss,حبوس,35.64163619,33.92797438,,
22587,22082,Mount Lebanon,El Meten,Mont Liban,Metn,Jouar El-Matn,Jouar El-Matn,El-Jouar,جوار المتن,35.73224899,33.93008288,,
22591,22085,Mount Lebanon,El Meten,Mont Liban,Metn,Chrine,Chrine,Chrine,شرين,35.73106181,33.93637694,,
22595,22032,Mount Lebanon,El Meten,Mont Liban,Metn,Qornet El-Hamra,Qornet El-Hamra,Kornet-El-Hamra,قرنة الحمرا,35.64591321,33.93555464,,
22611,22042,Mount Lebanon,El Meten,Mont Liban,Metn,Broummana El-Matn,Broummana El-Matn,Broummana,برمانا المتن,35.62714704,33.88023992,,
22619,22040,Mount Lebanon,El Meten,Mont Liban,Metn,Jouret El-Ballout,Jouret El-Ballout,Jouret-El-Ballout,جورة البلوط,35.62959708,33.89398863,,
22627,22045,Mount Lebanon,El Meten,Mont Liban,Metn,Masqa,Masqa,Maska et El-Ghabeh,المسقى,35.64039034,33.87819865,,
22635,22047,Mount Lebanon,El Meten,Mont Liban,Metn,Aayoun El-Matn,Aayoun El-Matn,El-Ouyoun,عيون المتن,35.65618712,33.88062206,,
22643,22039,Mount Lebanon,El Meten,Mont Liban,Metn,Qennabet Broummana,Qennabet Broummana,Kanabet Broummana,قنابة برمانا,35.61719111,33.89248378,,
22651,22046,Mount Lebanon,El Meten,Mont Liban,Metn,Mzakke,Mzakké,Mar Chaya et Mzakki,مزكة,35.64553841,33.89456914,,
22659,22048,Mount Lebanon,El Meten,Mont Liban,Metn,Baabdat,Baabdat,Baabdat et Sfaïlé,بعبدات,35.67276792,33.88818525,,
22667,22044,Mount Lebanon,El Meten,Mont Liban,Metn,Beit Meri,Beit Meri,Beit Mery,بيت مري,35.59756177,33.85008708,,
22675,22056,Mount Lebanon,El Meten,Mont Liban,Metn,Dahr Es-Souane El-Matn,Dahr Es-Souane El-Matn,Dahr El Souwan,ضهر الصوان المتن,35.66098649,33.90090086,,
22683,22069,Mount Lebanon,El Meten,Mont Liban,Metn,Qannebet Salima,Qannebet Salima,Kannabet Salima,قنابة صليما,35.69140867,33.88598541,,
22691,22070,Mount Lebanon,El Meten,Mont Liban,Metn,Bsifrine,Bsifrine,Bsifrine et El-Zahriyé,بسفرين,35.70538506,33.88496035,,
22711,22092,Mount Lebanon,El Meten,Mont Liban,Metn,Mtain,Mtain,El Mtein,المتين,35.81138177,33.92539847,,
22714,22074,Mount Lebanon,El Meten,Mont Liban,Metn,Aain Ez-Zeitoune,Aain Ez-Zeitouné,Aïn -El-Zeitouné,عين الزيتونة,35.74102641,33.90564244,,
22717,22100,Mount Lebanon,El Meten,Mont Liban,Metn,Mchikha,Mchikha,Mchikha,مشيخا,35.74369712,33.88498064,,
22722,22072,Mount Lebanon,El Meten,Mont Liban,Metn,Khillet El-Mtain,Khillet El-Mtain,El-Khellé,خلة المتين,35.72712705,33.89567503,,
22724,22073,Mount Lebanon,El Meten,Mont Liban,Metn,Bnabil,Bnabil,Mar Mikhael Bnabil,بنابيل,35.73475169,33.90094611,,
22727,22087,Mount Lebanon,El Meten,Mont Liban,Metn,Aain es-Sofsaf El-Matn,Aain es-Sofsaf El-Matn,Aïn-El-Safsaf,عين الصفصاف المتن,35.72616612,33.91195078,,
22731,22076,Mount Lebanon,El Meten,Mont Liban,Metn,Ouata El-Mrouj,Ouata El-Mrouj,Wata El-Mrouge,وطى المروج,35.73408095,33.90831927,,
22733,22075,Mount Lebanon,El Meten,Mont Liban,Metn,Mrouj,Mrouj,El-Mrouge,المروج,35.75249008,33.90937496,,
22734,22102,Mount Lebanon,El Meten,Mont Liban,Metn,Marjaba,Marjaba,Marjaba,مرجبا,35.76183892,33.91868767,,
22737,22077,Mount Lebanon,El Meten,Mont Liban,Metn,Aain Es-Sindiane,Aain Es-Sindiane,Aïn-El-Sindiané,عين السنديانة,35.72716127,33.90286541,,
22741,22068,Mount Lebanon,El Meten,Mont Liban,Metn,Zaraaoun,Zaraaoun,Zaraoune,زرعون,35.70769821,33.89761994,,
22744,22071,Mount Lebanon,El Meten,Mont Liban,Metn,Qaaqour,Qaaqour,Kaakour,القعقور,35.71876047,33.89572695,,
22747,22079,Mount Lebanon,El Meten,Mont Liban,Metn,Khinchara,Khinchara,El-Khounchara,خنشارة,35.73729223,33.91982551,,
22751,22094,Mount Lebanon,El Meten,Mont Liban,Metn,Aintoura El-Matn,Aintoura El-Matn,Antoura,عينطورة المتن,35.79790194,33.90313817,,
22754,22078,Mount Lebanon,El Meten,Mont Liban,Metn,Choueir,Choueir,Choueir,شوير,35.7153345,33.91028851,,
22757,22096,Mount Lebanon,El Meten,Mont Liban,Metn,Bteghrine,Bteghrine,Bteghrine,بتغرين,35.75953372,33.92824303,,
22761,22067,Mount Lebanon,El Meten,Mont Liban,Metn,Douar El-Matn,Douar El-Matn,Douar,دوار,35.69775549,33.90211534,,
22764,22062,Mount Lebanon,El Meten,Mont Liban,Metn,Chouaya El-Matn,Chouaya El-Matn,Chouaya,شويا,35.71429113,33.92996035,,
22767,22066,Mount Lebanon,El Meten,Mont Liban,Metn,Aayroun,Aayroun,Aïroune,عيرون,35.70434715,33.90608233,,
22771,22065,Mount Lebanon,El Meten,Mont Liban,Metn,Zighrine El-Matn,Zighrine El-Matn,Zeghrine,زغرين المتن,35.71288254,33.92203235,,
22774,22095,Mount Lebanon,El Meten,Mont Liban,Metn,Majdel tarchich,Majdel tarchich,Majdel Tarchiche,مجدل ترشيش,35.8072328,33.89290203,,
22777,22090,Mount Lebanon,El Meten,Mont Liban,Metn,Aain El-Qabu,Aain El-Qabu,Aïn El-Kabou,عين القبو,35.76617554,33.93856712,,
22781,22091,Mount Lebanon,El Meten,Mont Liban,Metn,Kfar Aaqab,Kfar Aaqab,Kfar Akab,كفرعقاب,35.74442566,33.94179878,,
22784,22086,Mount Lebanon,El Meten,Mont Liban,Metn,Mar Moussa Ed-Douar,Mar Moussa Ed-Douar,Mar Mousa-El-Douar,مار موسى الدوار,35.68874483,33.9001539,,
22787,22097,Mount Lebanon,El Meten,Mont Liban,Metn,Machraah El-Matn,Machraah El-Matn,El-Machera,مشرح ,35.75519357,33.94431296,,
22791,22098,Mount Lebanon,El Meten,Mont Liban,Metn,Ouadi El-Karm El-Matn,Ouadi El-Karm El-Matn,Wadi El-Karm,وادي الكرم المتن,35.75008589,33.95352849,,
22794,22101,Mount Lebanon,El Meten,Mont Liban,Metn,Zabbougha,Zabbougha,Zabbougha,زبوغا,35.73479513,33.95325174,,
22797,22089,Mount Lebanon,El Meten,Mont Liban,Metn,Baskinta,Baskinta,Baskinta,بسكنتا,35.8328327,33.94585651,,
22799,22093,Mount Lebanon,El Meten,Mont Liban,Metn,Kfar Tay El-Matn,Kfar Tay El-Matn,Kfartaï,كفرتيه ,35.76227719,33.95208755,,
23001,23?,Mount Lebanon,Chouf,Mont Liban,Chouf,Conflict,litige,litige,,35.74039037,33.74490885,,
23002,23,Mount Lebanon,Chouf,Mont Liban,Chouf,Conflict,litige,litige,,35.67675076,33.73159803,,
23003,23,Mount Lebanon,Chouf,Mont Liban,Chouf,Conflict,litige,litige,,35.55746001,33.66787803,,
23003,23,Mount Lebanon,Chouf,Mont Liban,Chouf,Conflict,litige,litige,,35.55746001,33.66787803,,
23004,23?,Mount Lebanon,Chouf,Mont Liban,Chouf,Conflict,litige,litige,,35.67080519,33.62989268,,
23005,23,Mount Lebanon,Chouf,Mont Liban,Chouf,Conflict,litige,litige,,35.47570309,33.62179499,,
