ACS_CODE,CAD_CODE,M_ref_name_n,K_Ref_name,Governorate_AI,District_AI,C_Ref_name,ACS_NAME,CAD_NAME,C_ref_Ar,Longitude,Latitude,Eviction Threats,Eviction Date
35325,35163ND,Akkar,Akkar,Akkar,Aakar,Qabaait,Qabaait,Qabbait,قبعيت,36.06420664,34.4546368,,
35326,35159ND,Akkar,Akkar,Akkar,Aakar,Habchit,Habchit,Habchite,حبشيت,36.08964024,34.46403074,,
35327,35103,Akkar,Akkar,Akkar,Aakar,Sadaqa,Sadaqa,Sadaka,صدقة,36.15065858,34.466035,,
35328,35203ND,Akkar,Akkar,Akkar,Aakar,Hrar,Hrar,Harare,حرار,36.12520143,34.458286,,
35330,35138ND,Akkar,Akkar,Akkar,Aakar,Khreibet Aakkar,Khreibet Aakkar,Khreibet Aakkar,الخريبة,36.12283424,34.48029067,,
35331,35057,Akkar,Akkar,Akkar,Aakar,Hmaire Aakkar,Hmairé Aakkar,Homeira,الحميرة,36.04374529,34.49601104,,
35334,35089,Akkar,Akkar,Akkar,Aakar,Qraiyat,Qraiyat,El-Krayat,القريات,36.15240349,34.48251117,,
35337,35104,Akkar,Akkar,Akkar,Aakar,Beit Ayoub,Beit Ayoub,Beit Ayoub,بيت ايوب,36.15773807,34.47239569,,
35341,35055,Akkar,Akkar,Akkar,Aakar,Qardaf,Qardaf,El-Karkaf,القرقف,36.01059387,34.49029665,,
35344,35052,Akkar,Akkar,Akkar,Aakar,Jdeidet El-Qaitaa,Jdeidet El-Qaitaa,Jedeidet-El-Kayteh,جديدة القيطع,35.9994995,34.46025003,,
35347,35053,Akkar,Akkar,Akkar,Aakar,Aayoun El-Ghizlane,Aayoun El-Ghizlane,Eyoune-El-Ghouzlane,عيون الغزلان,36.01365571,34.47245274,,
35351,35084,Akkar,Akkar,Akkar,Aakar,Michmich Aakkar,Michmich Aakkar,Michmiche,مشمش,36.17547592,34.43999766,,
35352,35152ND,Akkar,Akkar,Akkar,Aakar,Qornet Aakkar,Qornet Aakkar,El-Korné,القرنة,36.16516552,34.48282538,,
35353,35167ND,Akkar,Akkar,Akkar,Aakar,Fnaydeq,Fnaydeq,Fneidek,النبي خالد,36.21453123,34.46410785,,
35354,35056,Akkar,Akkar,Akkar,Aakar,Majdala,Majdala,Majdla,مجدلا,36.03329193,34.50152518,,
35356,35144ND,Akkar,Akkar,Akkar,Aakar,Tshea,Tshea,Tshea,تاشع,36.19244984,34.49731494,,
35357,35068,Akkar,Akkar,Akkar,Aakar,Rahbe,Rahbé,Rahbé,رحبة,36.13774139,34.50338515,,
35364,35004,Akkar,Akkar,Akkar,Aakar,Ouadi El-Jamous,Ouadi El-Jamous,Ouadi El-Jamous,وادي الجاموس,36.00285177,34.51393402,,
35367,35050,Akkar,Akkar,Akkar,Aakar,Beit El-Haouch,Beit El-Haouch,Beit-El-Haouche,بيت الحوش,35.99558976,34.47998895,,
35371,35077,Akkar,Akkar,Akkar,Aakar,Menneaa,Menneaa,Mimnih,ممنع,36.17513632,34.50298637,,
35402,35156ND,Akkar,Akkar,Akkar,Aakar,Cheikhlar,Cheikhlar,Chikhlar,شيخلار,36.2771284,34.6184757,,
35404,35128ND,Akkar,Akkar,Akkar,Aakar,Rmah,Rmah,Rmah,رماح النهريه,36.26249998,34.61830943,,
35406,35142ND,Akkar,Akkar,Akkar,Aakar,Kfar Noun,Kfar Noun,Kfarnoune,كفرنون,36.24860833,34.62882743,,
35408,35204ND,Akkar,Akkar,Akkar,Aakar,Barde,Bardé,El-Bardé,بردي,36.25367408,34.59660417,,
35410,35136ND,Akkar,Akkar,Akkar,Aakar,Khirbet Er Remmane,Khirbet Er Remmane,Khirbet Er Remmane,خربة الرمان,36.28509535,34.62720483,,
35411,35113,Akkar,Akkar,Akkar,Aakar,Sindianet Zeidane,Sindianet Zeidane,Sindianet Zeidan,سنديانة زيدان,36.23521245,34.57629212,,
35412,35155ND,Akkar,Akkar,Akkar,Aakar,Fraydes Aakkar,Fraydes Aakkar,Freidice,فريديس,36.2258995,34.61658027,,
35414,35149ND,Akkar,Akkar,Akkar,Aakar,Mounjez,Mounjez,Mounjez,منجز,36.2438522,34.61619162,,
35415,35125,Akkar,Akkar,Akkar,Aakar,Qsair Aakkar,Qsair Aakkar,El-Kousseir,القصير,36.23808404,34.60773001,,
35416,35135ND,Akkar,Akkar,Akkar,Aakar,Biret Aakkar,Biret Aakkar,El-Biré,البيره عكار,36.23488641,34.59016955,,
35417,35118,Akkar,Akkar,Akkar,Aakar,Khirbet Daoud Aakkar,Khirbet Daoud Aakkar,Kherbet Daoud,خربة داوود,36.22019433,34.58722717,,
35419,35114,Akkar,Akkar,Akkar,Aakar,Daghle,Daghlé,El-Daghlé,الدغلة,36.21049948,34.58120001,,
35420,35205ND,Akkar,Akkar,Akkar,Aakar,Aaouaainat Aakkar,Aaouaainat Aakkar,Aaouainat,العوينات,36.30102815,34.62801366,,
35421,35124,Akkar,Akkar,Akkar,Aakar,Aamriyet Aakkar,Aamriyet Aakkar,Denké et El-Amriyeh,العمارية,36.23029039,34.60430966,,
35423,35131,Akkar,Akkar,Akkar,Aakar,Kafr,Kafr,Kefr El-Ftouh,كفر الفتوح,36.20756673,34.58992426,,
35425,35122,Akkar,Akkar,Akkar,Aakar,Bsatine Aakkar,Bsatine Aakkar,Fseikine et Aïn Achma,فسقين و عين اشما,36.19909134,34.57934211,,
35427,35112,Akkar,Akkar,Akkar,Aakar,Aain Ez-Zeit,Aain Ez-Zeit,Aïn El-Zeit,عين الزيت,36.19815633,34.59072559,,
35429,35111,Akkar,Akkar,Akkar,Aakar,Kouachra,Kouachra,El-Kouachra,الكواشرة,36.20543483,34.60997306,,
35430,35146ND,Akkar,Akkar,Akkar,Aakar,Khalsa,Khalsa,Khalsa,خالصة,36.31300799,34.63341483,,
35431,35119,Akkar,Akkar,Akkar,Aakar,Khirbet Char,Khirbet Char,Kherbet Char,خربة شار,36.18815003,34.57992056,,
35432,35153ND,Akkar,Akkar,Akkar,Aakar,Dibbabiye,Dibbabiyé,Dabbabiyé Charkié,دبابية,36.20549882,34.62744645,,
35433,35127,Akkar,Akkar,Akkar,Aakar,Berbara Aakkar,Berbara Aakkar,Barbara,برباره,36.18488305,34.57445682,,
35435,35116,Akkar,Akkar,Akkar,Aakar,Aain Tinta,Aain Tinta,Aïn Tanta,عين تنتا,36.18666567,34.58729405,,
35437,35046,Akkar,Akkar,Akkar,Aakar,Machta Hammoud,Machta Hammoud,Machta Hammoud,مشتى حمود,36.3337444,34.61498423,,
35439,35117,Akkar,Akkar,Akkar,Aakar,Baghdadi,Baghdadi,Daoucé et Baghdadi,دوسة بغدادي,36.18351779,34.60413047,,
35441,35099,Akkar,Akkar,Akkar,Aakar,Deir Jannine,Deir Jannine,Deir-Janine,دير جنين,36.17674587,34.56632233,,
35443,35121,Akkar,Akkar,Akkar,Aakar,Douair Aadouiye,Douair Aadouiyé,Douair Adouiyé,دوير عدويه,36.1753683,34.58171917,,
35445,35126,Akkar,Akkar,Akkar,Aakar,Noura Et-Tahta,Noura Et-Tahta,Noura El-Faouka et Tahta,نورا التحتا,36.18468196,34.62428013,,
35447,35102,Akkar,Akkar,Akkar,Aakar,Sfinet Ed-Draib,Sfinet Ed-Draib,Sfeinite El-Dreibe,سفينة الدريب,36.16034649,34.57696316,,
35449,35109,Akkar,Akkar,Akkar,Aakar,Aamaret El-Baykat,Aamaret El-Baykat,Omar el-Beikate,عمار البيكات,36.16425564,34.61149582,,
35451,35120,Akkar,Akkar,Akkar,Aakar,Msalla,Msalla,El-Msallé,مصلا,36.16919977,34.59402452,,
35453,35107,Akkar,Akkar,Akkar,Aakar,Qachlaq,Qachlaq,Kachlak,قشلق,36.14765999,34.61967698,,
35455,35123,Akkar,Akkar,Akkar,Aakar,Ouadi El-Haour,Ouadi El-Haour,Wadi el-Haour,وادي الحور,36.15070705,34.610252,,
35457,35095,Akkar,Akkar,Akkar,Aakar,Charbila,Charbila,Charbila,شربيلا,36.14610622,34.58222578,,
35459,35108,Akkar,Akkar,Akkar,Aakar,Tleil,Tleil,El-Tleil,التليل,36.13854628,34.59549017,,
35461,35129,Akkar,Akkar,Akkar,Aakar,Mzeihme,Mzeihmé,Al-Mouzeihmé,مزيحمة,36.1428635,34.60856297,,
35463,35110,Akkar,Akkar,Akkar,Aakar,Haytla,Haytla,Haytla,هيتلا,36.12841819,34.60513949,,
35465,35105,Akkar,Akkar,Akkar,Aakar,Knisse,Knissé,Dahr el-Kneissé,كنيسة,36.12352389,34.56477549,,
35467,35101,Akkar,Akkar,Akkar,Aakar,Rihaniyet Aakkar,Rihaniyet Aakkar,Al-Rihanié,الريحانية,36.11548518,34.58189051,,
35469,35093,Akkar,Akkar,Akkar,Aakar,Saidnaya,Saidnaya,Saïdnaya,السنديانة,36.12398037,34.58978228,,
35470,35157ND,Akkar,Akkar,Akkar,Aakar,Hmaiss Aakkar,Hmaiss Aakkar,Hmais,حميص,36.12455541,34.57408146,,
35471,35133,Akkar,Akkar,Akkar,Aakar,Srar,Srar,Srar,سرار,36.12988638,34.61674537,,
35475,35038,Akkar,Akkar,Akkar,Aakar,Ghazayle,Ghazaylé,El-Ghozaili,الغزيله,36.10934618,34.596732,,
35484,35128,Akkar,Akkar,Akkar,Aakar,Aarme,Aarmé,El-Armeh,عرمه,36.16285242,34.62731018,,
35486,35088,Akkar,Akkar,Akkar,Aakar,Mazraat En-Nahriye,Mazraat En-Nahriyé,Mazraet-El-Nahrieh,النهريه ,36.27927584,34.60043753,,
35487,35078,Akkar,Akkar,Akkar,Aakar,Qbaiyat Aakkar,Qbaiyat Aakkar,El-Koubayet,القبيات,36.27252169,34.55472395,,
35498,35166ND,Akkar,Akkar,Akkar,Aakar,Aandqet,Aandqet,Andeket,عندقت,36.30740745,34.57077897,,
35511,35049,Akkar,Akkar,Akkar,Aakar,Dayret Nahr El-Kabir,Dayret Nahr El-Kabir,Dayret Nahr El-Kébir,دائرة النهر الكبير,36.32945585,34.67551654,,
35512,35162ND,Akkar,Akkar,Akkar,Aakar,Aamayer,Aamayer,Ouadi Khaled,العماير,36.37563262,34.61890182,,
35514,35161ND,Akkar,Akkar,Akkar,Aakar,Hnaider,Hnaider,Hnaïder,حنيدر,36.42322178,34.61527035,,
35515,35140ND,Akkar,Akkar,Akkar,Aakar,Kneisset Hnaider,Kneisset Hnaider,El-Kneissé,كنيسة هنيدر,36.44041989,34.59851178,,
35516,35168ND,Akkar,Akkar,Akkar,Aakar,Mazareaa Jabal Akroum,Mazareaa Jabal Akroum,Akroum,اكروم,36.34309558,34.5566216,,
35518,35150ND,Akkar,Akkar,Akkar,Aakar,Qarha Aakkar,Qarha Aakkar,Qarha,قرحه عكار,36.44822922,34.62430502,,
36110,36?,North,Bcharre,Nord,Bcharreh,Mchaa Ej-Jibbe,Mchaa Ej-Jibbé,Mchaa Ej Jobbé,مشاع الجبه,36.01731927,34.200534,,
36111,36052,North,Bcharre,Nord,Bcharreh,Bcharre,Bcharré,Bcharré,بشري,36.06382891,34.24556253,,
36114,36043,North,Bcharre,Nord,Bcharreh,Qnayouer,Qnayouer,Knaiouer,قنيور,35.92194903,34.26777951,,
36117,36045,North,Bcharre,Nord,Bcharreh,Billa,Billa,Billa,بلا,35.89134435,34.26510014,,
36121,36040,North,Bcharre,Nord,Bcharreh,Aabdine,Aabdine,Abdine,عبدين بشري,35.88390565,34.27666927,,
36124,36042,North,Bcharre,Nord,Bcharreh,Tourza,Tourza,Tourza,طورزا,35.90114747,34.27846566,,
36127,36046,North,Bcharre,Nord,Bcharreh,Qnat,Qnat,Knate,قناة,35.90501796,34.24649513,,
36131,36059,North,Bcharre,Nord,Bcharreh,Haqath Ej-Jebbe,Haqath Ej-Jebbé,Hadeth-el-Jebbé,حدث الجبه,35.92954666,34.23101702,,
36134,36067,North,Bcharre,Nord,Bcharreh,Mazraat Bani Saab,Mazraat Bani Saab,Mazraet-Beni-Saab,مزرعة بني صعب,35.88653993,34.24399458,,
36137,36039,North,Bcharre,Nord,Bcharreh,Berhalioun,Berhalioun,Berhalioun,برحليون,35.8726884,34.26311208,,
36141,36066,North,Bcharre,Nord,Bcharreh,Ouadi Qannoubine,Ouadi Qannoubine,Wadi-kannoubine,وادي قنوبين,35.94196258,34.25926415,,
36144,36048,North,Bcharre,Nord,Bcharreh,Mazraat Aassaf,Mazraat Aassaf,Mazraet Assaf,مزرعة عساف,35.87538492,34.24838911,,
36147,36049,North,Bcharre,Nord,Bcharreh,Bane,Bane,Bane,بان,35.96516275,34.27065566,,
36151,36050,North,Bcharre,Nord,Bcharreh,Blaouza,Blaouza,Blaouza,بلوزا,35.9519405,34.26307498,,
36154,36041,North,Bcharre,Nord,Bcharreh,Moghr El-Ahoual,Moghr El-Ahoual,Mugher-el-Ahwel,مغر الاحول,35.87675078,34.28956123,,
36157,36058,North,Bcharre,Nord,Bcharreh,Breissat,Breissat,Brissat,بريسات,35.94078713,34.23942022,,
36161,36057,North,Bcharre,Nord,Bcharreh,Dimane,Dimane,El-Dimane,ديمان,35.95109018,34.2369432,,
36164,36035,North,Bcharre,Nord,Bcharreh,Metrit,Metrit,Metrite,متريت,35.84062948,34.26400771,,
36171,36065,North,Bcharre,Nord,Bcharreh,Hasroun,Hasroun,Hasroune,حصرون,35.97149632,34.22868012,,
36177,36051,North,Bcharre,Nord,Bcharreh,Hadchit,Hadchit,Hadchite,حدشيت,35.97565882,34.25673081,,
36181,36055,North,Bcharre,Nord,Bcharreh,Bazaaoun,Bazaaoun,Bazoune,بزعون,35.99231323,34.22896394,,
36184,36054,North,Bcharre,Nord,Bcharreh,Bqerqacha,Bqerqacha,Bkarkacha,بقرقاشا,35.99817558,34.22442137,,
36187,36044,North,Bcharre,Nord,Bcharreh,Beit Menzer,Beit Menzer,Beit Menzer,بيت منذر,35.91308652,34.26262861,,
36191,36053,North,Bcharre,Nord,Bcharreh,Bqaa Kafra,Bqaa Kafra,Bikaa kafra,بقاع كفرا,36.01841648,34.22630741,,
37001,37,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Conflict,litige,litige,,36.04365513,34.41286244,,
37002,37,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Conflict,litige,litige,,36.08749763,34.35545258,,
37003,37,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Conflict,litige,litige,,35.9809545,34.35532258,,
37004,37,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Conflict,litige,litige,,35.9616402,34.34835096,,
37005,37,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Conflict,litige,litige,,35.96430526,34.34435143,,
37006,37,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Conflict,litige,litige,,36.03550125,34.32436087,,
37231,37017,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Beddaoui,Beddaoui,Al-Beddaoui,بداوي,35.87152739,34.45081348,,
37241,37018,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Deir Aammar,Deir Aammar,Deir Omar,دير عمار,35.89801845,34.45831845,,
37251,37019,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Borj El-Yahoudiye,Borj El-Yahoudiyé,Borge-El-Yahoudié,برج اليهودية,35.91432473,34.45551088,,
37261,37045,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Nabi Youcheaa,Nabi Youcheaa,Nabi Youcheaa,النبي يوشع,35.9311642,34.46172583,,
37271,37020,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Minie,Minie,Al-Minieh,المنيه,35.9348083,34.47854151,,
37281,37022,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Rihaniyet-Miniye,Rihaniyet-Miniyé,Al-Rihanié,ريحانيه  المنيه,35.98161513,34.4923262,,
37291,37021,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Zouq Bhannine,Zouq Bhannine,Zouk Bhanine,ذوق بحنين,35.95866214,34.49509355,,
37311,37038,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Sir Ed-Danniye,Sir Ed-Danniyé,Sir,سير الضنية,36.02732424,34.38373641,,
37313,37036,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Aassoun,Aassoun,Assoun,عاصون,36.00700051,34.38846552,,
37314,37070ND,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Mazraat Ketrane,Mazraat Ketrane,Mazraat Ketrane,مزرعة كتران,35.99931816,34.38291093,,
37315,37037,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Qattine-Miniyé,Qattiné-Miniyé,Kattiné,القطين المنيه,36.02630288,34.39374129,,
37317,37039,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Bqaa Sefrine,Bqaa Sefrine,Bkaa Safrine,بقاع صفرين,36.08004058,34.32233094,,
37319,37040,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Bqarsouna,Bqarsouna,Bkarsouna,بقرصونه,36.05528532,34.36960275,,
37321,37053,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Hazmiyet-Miniye,Hazmiyet-Miniyé,El-Hazmieh,حازمية المنيه,36.03972785,34.39229175,,
37323,37042,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,tarane,tarane,Tarane,طاران,36.03126568,34.407866,,
37325,37058,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Mimrine,Mimrine,Nemrine et Bakoura,نمرين,36.07916372,34.37491781,,
37327,37035,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Haql el Aazime,Haql el Aazimé,Haql el Aazimé,حقل العزيمة,36.01715587,34.39822804,,
37329,37044,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Beit El-Faqs,Beit El-Faqs,Beit-El-Faks,بيت الفقس,36.05172372,34.39317042,,
37331,37052,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Mrah Es-Sfire,Mrah Es-Sfire,Mrah-El-Sfiré,مراح السفيرة,36.03435594,34.39964081,,
37333,37054,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Aain Et-Tine-Miniyé,Aain Et-Tiné-Miniyé,Aïn-El-Tiné,عين التينه المنيه,36.04482458,34.39259936,,
37335,37033,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Kharroub-Miniye,Kharroub-Miniyé,Kharnoub,خرنوب المنيه,36.00595532,34.40205674,,
37337,37056,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Sfire,Sfiré,Al-Sfiré,سفيرة,36.05737992,34.40399081,,
37339,37057,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Qarsaita,Qarsaita,Karseita,قرصيتا,36.07316478,34.38682354,,
37341,37047,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Izal,Izal,Izal,إيزال,35.97962033,34.37992828,,
37343,37064,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Btermaz,Btermaz,Btermaz,بطرماز,36.0377337,34.4287832,,
37344,37071ND,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Qemmamine,Qemmamine,Qemmamine,قمامين,36.14058285,34.40956226,,
37345,37032,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Harf Es-Sayad,Harf Es-Sayad,El-Watié et Harf Siad,حرف السياد,36.00996651,34.43229308,,
37347,37060,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Karm El-Mohr,Karm El-Mohr,Btehline,كرم المهر,35.99276318,34.3567138,,
37349,37065,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Beit Zoud,Beit Zoud,Beit Zaoud,بيت زود,35.98591547,34.40153221,,
37351,37030,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Mrah Es-Srayj,Mrah Es-Srayj,Mrah-el-Sreige,مراح السريج,35.98829398,34.41864884,,
37353,37072ND,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Qraine,Qraine,Qraine,قرين,36.03191513,34.39792472,,
37355,37046,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Haouaret-Miniye,Haouaret-Miniyé,Hawara,حوارة ,36.08066026,34.41942595,,
37356,37073ND,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Debaael,Debaael,Debaael,دبعل المنيه,36.06733889,34.43294983,,
37357,37074ND,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Beit Haouik,Beit Haouik,Beit Haouik,بيت حاويك,36.07437927,34.42447348,,
37358,37075ND,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Jayroun,Jayroun,Jaroun,جيرون,36.11403802,34.4017279,,
37359,37066,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Bechnnata,Bechnnata,Bchnnata,بشناتا,36.0025791,34.3247673,,
37360,37076ND,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Qarhaiya,Qarhaiya,Qarhaiya,قرحيا,36.08422916,34.43985348,,
37361,37028,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Aazqai,Aazqai,Azka,عزقي ,35.98870985,34.43556927,,
37362,37077ND,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Aasaymout,Aasaymout,Aassaymout,عصيموت,36.09690504,34.43996508,,
37363,37029,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Kfar Chellane,Kfar Chellane,Kfar Chlane,كفر شلان,35.98012519,34.42496027,,
37365,37023,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Kfar Habou,Kfar Habou,Kfar Habou,كفر حبو,35.96245179,34.41124938,,
37367,37050,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Aaymar,Aaymar,Omar,عيمر ,35.97207146,34.35289703,,
37369,37055,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Zaghartaghrine,Zaghartaghrine,Zaghrteghrine,زغرتغرين,35.95279395,34.35824331,,
37371,37041,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Behouaita,Behouaita,Behweité,بحويتا,35.96840085,34.33537572,,
37373,37049,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Kahf El-Malloul,Kahf El-Malloul,Kahf-El-Malloul,كفَ الملول,35.95128741,34.34820224,,
37375,37062,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Jarjour,Jarjour,Jarjoura,جرجور,35.93515712,34.3531773,,
37377,37031,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Deir Nbouh,Deir Nbouh,Deir Nebouh,دير نبوح,35.93722377,34.37789255,,
37379,37061,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Bechehhara,Bechehhara,Bechhara,بشحارة,35.93577077,34.3603333,,
37381,37027,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Merkebta,Merkebta,Markabta,مركبتا,35.96412901,34.46585671,,
37382,37078ND,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Raouda-Aadoua,Raouda-Aadoua,Aadoua,روضه المنيه,35.98097539,34.46573608,,
37383,37051,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Qarne,Qarne,Mazraet-El-Kreine,القرن,36.12019065,34.43049104,,
37385,37059,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Mrebbine,Mrebbine,Mrabine,مربين,36.14720881,34.36962879,,
37387,37026,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Terbol-Miniye,Terbol-Miniyé,Tourbol,تربل المنيه,35.94399845,34.44723096,,
37389,37063,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Mazraat El-Kreme,Mazraat El-Kreme,Mazraet El-Krême,مزرعة الكريم,35.96134592,34.36287215,,
37391,37034,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Bakhaaoun,Bakhaaoun,Bakhoune,بخعون,36.00844675,34.4155741,,
37395,37079ND,North,El Minieh-Dennie,Nord,Miniyeh-Danniyeh,Kfar Bibnine,Kfar Bibnine,Kfar Bibnine,كفر ببنين,36.08845567,34.40121656,,
51001,51?,Bekaa,Zahle,Bekaa,Zahleh,Conflict,litige,litige,,35.80838567,33.78051259,,
51111,51004,Bekaa,Zahle,Bekaa,Zahleh,Zahle El-Midane,Zahlé El-Midane,Zahlé Midan,زحلة,35.90365372,33.84751787,,
51113,51002,Bekaa,Zahle,Bekaa,Zahleh,Zahle Haouch Ez-Zaraane,Zahlé Haouch Ez-Zaraane,Zahlé Haouche Al-Zaraané,حوش الزراعنة,35.90867852,33.84472123,,
51115,51003,Bekaa,Zahle,Bekaa,Zahleh,Zahle Mar Gerges,Zahlé Mar Gerges,Zahlé Mar Gérios,زحلة مار جرجس,35.90342187,33.84350131,,
51117,51010,Bekaa,Zahle,Bekaa,Zahleh,Zahle Er-Rassiyé,Zahlé Er-Rassiyé,Zahlé Al-Rassié,الراسية,35.89599501,33.84933568,,
51119,51005,Bekaa,Zahle,Bekaa,Zahleh,Zahle El-Berbara,Zahlé El-Berbara,Zahlé Barbara,بربارة زحلة,35.89754331,33.8505777,,
51121,51001,Bekaa,Zahle,Bekaa,Zahleh,Zahle El-Maallaqa,Zahlé El-Maallaqa,Zahlé Maallaka Kerek,زحلة معلقة أراضي,35.91413822,33.84342346,,
51123,51009,Bekaa,Zahle,Bekaa,Zahleh,Zahle Mar Antonios,Zahlé Mar Antonios,Zahlé Mar Antonios,زحلة مار أنطونيوس,35.89783098,33.84782523,,
51125,51012,Bekaa,Zahle,Bekaa,Zahleh,Zahle Maallaqa Aradi,Zahlé Maallaqa Aradi,Maallaka (Terres),مدينة الصناعية,35.93663121,33.83209662,,
51127,51013,Bekaa,Zahle,Bekaa,Zahleh,Zahle Haouch El-Oumara Aradi,Zahlé Haouch El-Oumara Aradi,Haouche-al-Omara (Terres),زحلة حوش الامراء أراضي,35.92406467,33.81520691,,
51129,51008,Bekaa,Zahle,Bekaa,Zahleh,Zahle Saydet En-Najat,Zahlé Saydet En-Najat,Zahlé Saidet Al-Najda,زحلة  سيدة النجاة,35.89312894,33.8451211,,
51131,51006,Bekaa,Zahle,Bekaa,Zahleh,Zahle Haouch El-Oumara,Zahlé Haouch El-Oumara,Zahlé Haouche Al-Oumara,تل شيحا,35.90986957,33.83406319,,
51133,51011,Bekaa,Zahle,Bekaa,Zahleh,Zahle Aradi,Zahlé Aradi,Zahlé (Terres),زحلة أراضي,35.88020362,33.84546993,,
51135,51007,Bekaa,Zahle,Bekaa,Zahleh,Zahle Mar Elias,Zahlé Mar Elias,Zahlé Mar Elias,مار الياس زحلة,35.89721241,33.84445029,,
51139,51063,Bekaa,Zahle,Bekaa,Zahleh,Fourzol,Fourzol,Fourzol,فرزل ,35.94876099,33.8632884,,
51145,51081,Bekaa,Zahle,Bekaa,Zahleh,Touaite Zahle,Touaite Zahlé,Touaité,تويتي,35.84319363,33.85689949,,
51151,51064,Bekaa,Zahle,Bekaa,Zahleh,Nabi Ayla,Nabi Ayla,Al-Nabi Aïla,نبي ايلا,35.98651712,33.86942439,,
51157,51080,Bekaa,Zahle,Bekaa,Zahleh,Hazerta,Hazerta,Hizzerta,حزرتا,35.8595569,33.88400319,,
51163,51065,Bekaa,Zahle,Bekaa,Zahleh,Ablah,Ablah,Ablah,ابلح,35.96843553,33.86532598,,
51173,51079,Bekaa,Zahle,Bekaa,Zahleh,Qaa Er-Rim,Qaa Er-Rim,Kaa-el-Rime,قاع الريم,35.89720035,33.90108278,,
51177,51074,Bekaa,Zahle,Bekaa,Zahleh,Niha Zahle,Niha Zahlé,Niha,نيحا زحلة,35.96087694,33.89631102,,
51184,51056,Bekaa,Zahle,Bekaa,Zahleh,Ksara,Ksara,Ksara,كسارة,35.890789,33.82636823,,
