lat,lon,status
34.560734,36.146503,potential
34.553299,36.119637,potential
34.507298,36.145771,potential
34.502701,36.147869,potential
34.507401,36.145771,potential
34.536083,36.142803,potential
34.520966,36.107807,potential
34.538231,36.108971,potential
34.54921,36.133339,potential
34.518166,36.159122,potential
34.526833,36.171486,potential
34.538715,36.17477,potential
34.518131,36.185619,potential
34.517899,36.187355,potential
34.522865,36.198254,potential
34.530449,36.189869,potential
34.534599,36.217289,potential
34.5313,36.224003,potential
34.525883,36.238819,potential
34.525982,36.239037,potential
34.545898,36.241772,potential
34.470299,36.168472,potential
34.458,36.173271,potential
34.475597,36.182472,potential
34.475098,36.183372,potential
34.485798,36.177372,potential
34.474899,36.17807,potential
34.476398,36.169872,potential
34.475998,36.149071,potential
34.459599,36.124069,potential
34.455601,36.138371,potential
34.435638,36.02589,potential
34.478901,36.127171,potential
34.480698,36.11237,potential
34.498898,36.11607,potential
34.565918,36.28577,potential
34.570366,36.284988,potential
34.563667,36.282036,potential
34.577381,36.244087,potential
34.60445,36.285789,potential
34.623367,36.322704,potential
34.618698,36.323452,potential
34.630051,36.326187,potential
34.644268,36.351021,potential
34.619717,36.378304,potential
34.621582,36.44302,potential
34.602531,36.441803,potential
34.606781,36.385021,potential
34.558414,36.359989,potential
34.623131,36.386055,potential
34.636715,36.36512,potential
34.637699,36.366188,potential
34.415398,35.929886,potential
34.416698,35.928669,potential
34.4547,35.931271,potential
34.426498,35.897671,potential
34.431999,35.88567,potential
34.398499,35.892971,potential
34.391598,35.897472,potential
34.401299,35.896172,potential
34.395798,35.894672,potential
34.3997,35.895771,potential
34.400497,35.894169,potential
34.401897,35.91037,potential
34.407799,35.915569,potential
34.398701,35.92107,potential
34.417599,35.872971,potential
34.426903,35.877388,potential
34.3769,35.880772,potential
34.363499,35.91127,potential
34.340099,35.905071,potential
34.314949,35.907532,potential
34.31245,35.905788,potential
34.3367,35.92667,potential
34.390499,35.847572,potential
34.397198,35.830669,potential
34.3881,35.832069,potential
34.362301,35.83477,potential
34.359398,35.73217,potential
34.378399,35.799171,potential
34.377701,35.798672,potential
34.295998,35.819172,potential
34.299297,35.806271,potential
34.311699,35.776672,potential
34.326298,35.812172,potential
34.326401,35.812172,potential
34.296867,35.847202,potential
34.300831,35.834854,potential
34.305065,35.835953,potential
34.273201,35.821735,potential
34.281998,35.750072,potential
34.281898,35.750072,potential
34.295898,35.71907,potential
34.282967,35.896622,potential
34.250198,36.00737,potential
34.250599,36.010971,potential
34.242699,35.97887,potential
34.3251,35.731571,potential
34.331249,35.727787,potential
34.324081,35.729069,potential
34.325615,35.73671,potential
34.324078,35.729069,potential
34.308666,35.71629,potential
34.285851,35.691437,potential
34.281849,35.718136,potential
34.254398,35.662437,potential
34.253899,35.662403,potential
34.257668,35.661987,potential
34.254333,35.663555,potential
34.25259,35.705059,potential
34.252068,35.703922,potential
34.226933,35.702354,potential
