Indicator,Mean_Abs_Kendall_tau,Final_Weight,Weight_Source
Mean Annual Hot Days,0.2857142857142857,0.4,kendall
Forest fire risk,0.21428571428571427,0.30000000000000004,kendall
Annual Dry Spell Length,0.21428571428571427,0.30000000000000004,kendall
